DATE,NG1_PRICE,OIL_PRICE,COAL_PRICE,LMP_H,LMP_N,LMP_S,LMP_W,LNG_PRICE,NG_STORAGE,TAVG,AWND,PRCP,WT_FOG,WT_HFOG,WT_THNDR,WT_ICE,WT_HAIL,WT_GLAZE,WT_HAZE,LOAD_MW
1/29/21,2.935,52.2,86.319,21.79,20.38,22.12,18.54,6.08,1076,59,6.93,0,0,0,0,0,0,0,0,37451.10197
1/28/21,2.789,52.34,86.287,24.11,25.27,23.41,25.95,6.08,1076,53,6.71,0,0,0,0,0,0,0,0,39082.66401
1/27/21,2.845,52.85,86.268,22.87,23.31,21.04,24.54,6.08,1074,47,15.21,0,0,0,0,0,0,0,0,40511.34866
1/26/21,2.85,52.61,86.263,21.9,21.61,22.41,21.82,6.08,1074,45,4.92,0,0,0,0,0,0,0,0,40853.26661
1/25/21,2.564,52.77,86.277,18.57,16.27,17.76,11.47,6.08,1074,40,9.4,0,1,0,0,0,0,0,0,41551.69141
1/22/21,2.664,52.27,86.301,21.05,21.69,25.1,22.75,6.08,1074,38,3.13,0.01,1,1,0,0,0,0,0,43893.94553
1/21/21,2.702,53.13,86.294,19.36,19.89,22.38,20.58,6.08,1074,46,2.01,0.21,1,1,0,0,0,0,0,40188.1727
1/20/21,2.636,53.31,86.287,23.77,24.17,24.56,24.89,6.08,1126,52,8.28,0,1,1,0,0,0,0,1,39049.74415
1/19/21,2.602,52.98,86.282,20.16,20.31,18.24,20.01,6.08,1126,56,6.71,0,0,0,0,0,0,0,0,37996.25919
1/18/21,2.446,52.09,86.282,19.79,19.97,18.89,17.98,6.08,1126,48,8.05,0,0,0,0,0,0,0,0,38492.49384
1/15/21,2.491,52.36,86.284,22.66,23.14,24.05,22.23,6.08,1126,46,10.51,0,0,0,0,0,0,0,0,39454.90547
1/14/21,2.539,53.57,86.287,21.44,21.47,22.42,17.37,6.08,1126,46,9.17,0,0,0,0,0,0,0,0,40889.14787
1/13/21,2.546,52.91,86.288,20.7,21.06,22.98,20.43,6.08,1126,54,4.92,0,0,0,0,0,0,0,0,38830.40054
1/12/21,2.633,53.21,86.286,25.78,26.91,29.53,27.48,6.08,1126,48,2.68,0,1,0,0,0,0,0,1,40850.44669
1/11/21,2.737,52.25,86.285,31.83,34.04,33.07,35.7,6.08,1126,53,10.74,0,0,0,0,0,0,0,0,43930.05147
1/8/21,2.666,52.24,86.285,24.37,24.62,25.52,25.2,6.08,1126,49,7.16,0,0,0,0,0,0,0,0,42437.07003
1/7/21,2.727,50.83,86.285,20.55,20.5,21.19,20.96,6.08,1163,42,10.74,0,0,0,0,0,0,0,0,45691.55259
1/6/21,2.753,50.63,86.286,16.51,16.97,15.75,12.71,6.08,1163,38,11.63,1.04,1,0,1,0,0,0,0,49363.34411
1/5/21,2.747,49.93,86.286,19.39,19.28,19.76,19.04,6.08,1163,36,6.71,0,0,0,0,0,0,0,0,50256.73832
1/4/21,2.7,47.62,86.286,19.81,19.8,20.68,19.92,6.08,1163,46,3.8,0,1,0,0,0,0,0,1,43632.31316
