DATE,NG1_PRICE,OIL_PRICE,COAL_PRICE,LMP_H,LMP_N,LMP_S,LMP_W,LNG_PRICE,NG_STORAGE,TAVG,AWND,PRCP,WT_FOG,WT_HFOG,WT_THNDR,WT_ICE,WT_HAIL,WT_GLAZE,WT_HAZE,LOAD_MW
4/8/24,1.8575,86.43,128.2,26.35,24.42,28.31,34.26,5.46,1014,67,9.4,0.01,1,0,0,0,0,0,1,43277.56926
4/5/24,1.785,86.91,129.1,9.06,8.29,9.52,3.58,5.46,1014,65,7.16,0,0,0,0,0,0,0,0,43223.97195
4/4/24,1.774,86.59,128.2,17.87,16.67,19.85,32.3,5.46,996,59,4.25,0,0,0,0,0,0,0,0,43286.15326
4/3/24,1.841,85.43,129.65,29.29,26.91,31.87,60.99,5.46,996,62,8.5,0,0,0,0,0,0,0,0,43259.42649
4/2/24,1.862,85.15,132.25,18.86,14.42,18.98,16.74,5.46,996,61.5,11.86,0,0,0,0,0,0,0,0,43167.79365
4/1/24,1.837,83.71,132,28.37,23.89,25.14,25.36,5.46,996,71.5,12.53,0,1,0,0,0,0,0,1,44184.3456
3/29/24,1.7518,83.12,129.1,8.67,7.95,5.08,1.8,5.69,996,60,9.84,0,0,0,0,0,0,0,0,42889.687
3/28/24,1.763,83.17,129.1,21.2,19.37,22.5,56.53,5.69,991,54,5.59,0,1,0,0,0,0,0,0,43206.89016
3/27/24,1.718,81.35,129,19.03,17.07,21.38,47.42,5.69,991,48,5.37,0,0,0,0,0,0,0,0,43002.286
3/26/24,1.788,81.62,128.9,26.06,24.65,26.31,63.95,5.69,991,56,8.05,0,0,0,0,0,0,0,0,42795.19342
3/25/24,1.789,81.95,128.95,16.24,13.96,18.46,24.73,5.69,991,58,9.84,0.12,1,0,0,0,0,0,0,43783.60374
3/22/24,1.812,80.63,127.7,23.37,20.27,27.5,62.58,5.69,991,59,10.07,0.04,1,0,1,0,0,0,0,43045.61231
3/21/24,1.831,81.07,128.25,35.37,32.2,41.48,76.26,5.69,993,62,12.3,1.63,1,0,1,0,0,0,0,42434.73097
3/20/24,1.845,81.27,128.9,22.98,20.16,24.14,49.46,5.69,993,54,4.92,0,0,0,0,0,0,0,0,42332.51124
3/19/24,1.876,82.73,129.4,19.09,16.63,20.96,39.44,5.69,993,49,5.59,0,0,0,0,0,0,0,0,43107.54372
3/18/24,1.833,82.16,129.75,25.18,22.6,19.56,72.68,5.69,993,55,12.97,0,0,0,0,0,0,0,0,42596.72435
3/15/24,1.789,80.58,131,18.73,13.12,16.88,23.53,5.69,993,68,8.05,0.07,1,0,1,0,0,0,0,45410.02841
3/14/24,1.862,80.74,131.5,32.85,25.58,25.12,55.05,5.69,972,70,13.2,0,1,0,0,0,0,0,1,46868.53814
3/13/24,1.784,79.3,131.1,19.71,13.31,16.2,21.17,5.69,972,68,9.62,0,1,0,0,0,0,0,0,45550.45223
3/12/24,1.823,77.25,130.65,14.6,11.62,14.11,17.49,5.69,972,54,7.61,0,1,0,0,0,0,0,0,42960.0905
3/11/24,1.862,77.53,133,16.41,12.6,17.2,26.14,5.69,972,52,5.37,0,0,0,0,0,0,0,0,42036.31556
3/8/24,1.923,77.5,134.4,18.54,12.92,20.66,21.58,5.69,972,61,7.83,0.06,1,0,0,0,0,0,1,45254.20567
3/7/24,1.952,78.32,135.5,20.33,14.57,18.1,44.78,5.69,949,66,10.51,0.02,1,0,0,0,0,0,1,44387.6962
3/6/24,2.072,78.41,136.75,30.1,22.94,25.28,54.6,5.69,949,65,5.14,0,1,1,0,0,0,0,1,44842.24124
3/5/24,2.095,77.41,137.45,47.43,41.59,48.27,65.83,5.69,949,71,7.16,0,1,0,0,0,0,0,0,46322.65039
3/4/24,2.073,78.17,136,30.84,29.24,32.47,41.54,5.69,949,71,7.16,0,1,1,0,0,0,0,0,45996.72422
3/1/24,1.975,79.09,132,16.98,15.84,18.2,23.73,5.69,949,46,5.37,0,0,0,0,0,0,0,0,44894.26615
2/29/24,2.008,77.45,131,20.27,19.54,20.36,37.13,6.56,935,42,10.51,0,0,0,0,0,0,0,0,47375.29551
2/28/24,2.052,77.83,131,16.62,15.12,11.86,25.07,6.56,935,58,15.21,0.01,1,0,0,0,0,0,1,44904.54954
2/27/24,1.965,78.23,129.2,16.75,13.41,13.82,16.37,6.56,935,70,11.41,0,0,0,0,0,0,0,0,46516.1972
2/26/24,1.891,77.09,127.5,16,14.33,11.17,21.95,6.56,935,66,10.51,0,0,0,0,0,0,0,0,45557.93997
2/23/24,1.847,76.08,119.4,18.29,18.19,16.98,28.48,6.56,935,65,10.07,0,0,0,0,0,0,0,0,41903.97764
2/22/24,1.972,77.93,119.4,13.4,12.03,12.41,13.03,6.56,944,69,7.16,0,0,0,0,0,0,0,0,43592.28482
2/21/24,1.994,77.31,115,10.22,8.36,4.08,7.68,6.56,944,63,9.84,0,1,0,0,0,0,0,0,42948.0637
2/20/24,1.761,76.62,119.6,12.53,11.96,11.35,14.07,6.56,944,56,4.92,0,1,0,0,0,0,0,0,44267.54143
2/19/24,1.5555,77.98,119.6,14.76,14.43,15.96,19.29,6.56,944,41,3.8,0,0,0,0,0,0,0,0,47314.97403
2/16/24,1.81,77.22,119.25,10.64,9.78,12.11,10.79,6.56,944,62,6.71,0.06,1,0,0,0,0,0,0,42402.7708
2/15/24,1.767,76.11,119.25,14.83,14.54,15.4,21.29,6.56,936,58,5.59,0,0,0,0,0,0,0,0,42408.28124
2/14/24,1.776,77.24,119.75,9.77,9.54,9.58,11.08,6.56,936,50,6.49,0,1,0,0,0,0,0,0,44552.86122
2/13/24,1.866,76.65,120.5,14.97,14.81,15.06,19.52,6.56,936,43,2.46,0,0,0,0,0,0,0,0,46426.53922
2/12/24,1.8,76.61,120,20.18,20.73,16.89,34.21,6.56,936,42,12.75,0,0,0,0,0,0,0,0,46900.79784
2/9/24,1.885,76.04,120.6,18.43,17.92,17.28,29.85,6.56,936,59,6.71,0,1,0,0,0,0,0,0,43143.6784
2/8/24,1.948,73.89,120,14.31,13.86,14.26,18.72,6.56,916,53,7.16,0.01,0,0,0,0,0,0,0,42608.11066
2/7/24,1.98,73.37,120.5,12.8,11.65,9.03,9.28,6.56,916,53,10.51,0,0,0,0,0,0,0,0,43447.41226
2/6/24,2.007,72.85,119,19.32,18.89,20.57,23.65,6.56,916,49,3.58,0,0,0,0,0,0,0,1,44099.43602
2/5/24,2.074,72.3,119,19.99,19.79,14.64,26.79,6.56,916,58,12.75,0,0,0,0,0,0,0,0,43649.78081
2/2/24,2.086,73.79,116,15.99,15.59,12.37,18.92,6.56,916,66,10.29,0.06,1,0,1,0,0,0,0,41981.1613
2/1/24,2.064,75.71,116,14.92,14.33,13.66,16.12,6.56,919,62,4.7,0,1,0,0,0,0,0,1,42384.30507
1/31/24,2.121,77.65,116.5,18.79,18.46,19,28.07,6.89,919,59,3.58,0,0,0,0,0,0,0,0,43305.60479
1/30/24,2.104,76.67,118,20.2,20.12,20.73,33.13,6.89,919,58,5.14,0,0,0,0,0,0,0,0,43836.41965
1/29/24,2.089,77.86,116,21.96,22.1,21.91,28.16,6.89,919,53,2.91,0,0,0,0,0,0,0,0,45775.1668
1/26/24,2.2,77.19,127.1,21.16,21,21.52,25.13,6.89,919,49,6.93,0.49,1,1,1,0,0,0,0,45365.72118
1/25/24,2.201,74.98,126.8,25.66,25.55,24.86,35.81,6.89,990,31,6.93,0.74,1,1,1,0,0,0,0,44815.3282
1/24/24,2.277,74.27,127.2,30.56,30.18,30.29,55.02,6.89,990,45,8.05,1.96,1,0,1,0,0,0,0,46185.75854
1/23/24,2.2,74.65,127.3,27.19,28.5,22.29,51.48,6.89,990,30,8.72,1.29,1,1,1,0,0,0,0,47915.41709
1/22/24,2.144,73.12,127.45,26.74,27.07,24.32,36.23,6.89,990,30,9.4,1.39,1,0,0,0,0,0,1,54062.87425
1/19/24,2.267,73.83,128,24.53,25.81,22.05,30.72,6.89,990,42,12.75,0,1,0,0,0,0,0,0,55254.09447
1/18/24,2.407,72.46,128.9,21.52,21.5,26.52,27.61,6.89,1128,32,4.7,0.03,1,1,0,0,0,0,1,51251.67769
1/17/24,2.475,72.58,129.5,63.65,56.56,85.24,47.33,6.89,1128,19,6.71,0,0,0,0,0,0,0,1,65800.58116
1/16/24,2.453,72.88,129,375.8,408.14,356.29,422.14,6.89,1128,18,13.87,0,0,0,0,0,0,0,0,71634.59591
1/12/24,2.617,72.17,130.85,18.45,18.36,13.12,28.34,6.89,1128,51,13.87,0.02,0,0,0,0,0,0,0,48419.09651
1/11/24,2.54,71.5,130.75,16.52,16.08,14.57,17.27,6.89,1160,53,10.07,0,1,0,0,0,0,0,0,46143.45344
1/10/24,2.562,72.33,133.5,21.98,21.85,19.38,28.75,6.89,1160,41,6.26,0,0,0,0,0,0,0,0,50744.3623
1/9/24,2.697,71.02,134.5,23.06,23.15,19.58,31.49,6.89,1160,46,13.65,0,0,0,0,0,0,0,0,51874.78083
1/8/24,2.598,73.81,131.5,13.1,13.04,9.18,10.58,6.89,1160,46,12.75,0.31,1,0,1,0,0,0,0,46946.52437
1/5/24,2.621,72.62,131.55,20.82,20.6,21.2,32.9,6.89,1160,46,8.95,1.44,1,0,0,0,0,0,0,46570.75245
1/4/24,2.559,72.19,130.9,18.9,19.05,18.54,21.83,6.89,1201,44,9.4,0,1,0,0,0,0,0,0,48597.34173
1/3/24,2.448,72.7,128.5,23.78,23.71,22.63,47.63,6.89,1201,39,8.28,0.35,1,0,0,0,0,0,0,48591.0396
1/2/24,2.386,70.38,131.9,25.4,25.52,23.64,44.18,6.89,1201,36,9.17,0.7,1,0,0,0,0,0,0,50589.84506
12/29/23,2.327,71.65,146.4,21.24,20.42,22.01,41.44,6.94,1201,41,6.93,0,0,0,0,0,0,0,0,49115.0385
12/28/23,2.377,71.77,145.45,24.82,24.13,24.35,44.17,6.94,1187,46,6.04,0,0,0,0,0,0,0,0,48334.34214
12/27/23,2.286,74.11,146,20.67,20.11,20.94,31.04,6.94,1187,46,6.49,0,1,0,0,0,0,0,0,47104.66389
12/26/23,2.255,75.57,145.5,22.07,21.66,22.38,27.13,6.94,1187,49,4.92,0,0,0,0,0,0,0,0,47107.21938
12/22/23,2.316,73.56,145.5,20.7,19.59,21.66,33.6,6.94,1187,58,6.71,0,1,0,0,0,0,0,1,42634.64545
12/21/23,2.298,73.89,145.25,19.98,19.47,20.14,29.64,6.94,1203,55,7.16,0,1,0,0,0,0,0,1,43579.88265
12/20/23,2.208,74.22,144.25,15.82,15.3,15.43,14.54,6.94,1203,49,9.62,0,0,0,0,0,0,0,0,45030.01656
12/19/23,2.234,73.94,145.25,16.71,14.08,19.36,12.41,6.94,1203,48,8.5,0,0,0,0,0,0,0,0,47117.9038
12/18/23,2.309,72.82,144.75,18.58,17.03,20.23,30.03,6.94,1203,53,4.47,0,0,0,0,0,0,0,0,45609.73824
12/15/23,2.318,71.78,145.25,21.6,20.64,23.01,42.08,6.94,1203,56,8.05,1.01,1,0,0,0,0,0,1,44218.83919
12/14/23,2.26,71.91,145.5,19.94,19.82,18.83,27.92,6.94,1219,53,9.84,0,0,0,0,0,0,0,0,45258.61286
12/13/23,2.292,69.72,146.25,21.74,21.37,18.37,28.08,6.94,1219,53,8.05,0.01,0,0,0,0,0,0,0,45480.40708
12/12/23,2.24,68.85,146,22.04,21.74,20.24,29.87,6.94,1219,51,7.83,0,0,0,0,0,0,0,0,46067.89844
12/11/23,2.35,71.56,152.5,28.47,27.74,28.72,44.5,6.94,1219,44,4.7,0,0,0,0,0,0,0,0,48351.0264
12/8/23,2.504,71.44,151,19.64,18.09,16.52,21.41,6.94,1219,65,8.95,0.04,1,0,0,0,0,0,0,43685.61376
12/7/23,2.52,69.59,148.75,18.94,17.09,18.84,20.88,6.94,1228,50,6.71,0,0,0,0,0,0,0,0,44664.86691
12/6/23,2.517,69.65,140.45,25.5,23.64,25.9,51.01,6.94,1228,53,4.92,0,0,0,0,0,0,0,0,44171.80945
12/5/23,2.667,72.53,134.15,27.46,25.76,29.89,69.67,6.94,1228,49,1.79,0,0,0,0,0,0,0,0,44420.32099
12/4/23,2.651,73.32,135,27.69,26.48,28.25,68.89,6.94,1228,55,5.82,0,0,0,0,0,0,0,0,43640.5553
12/1/23,2.773,74.25,133.5,26.9,25.12,26.84,51.69,6.94,1228,52,6.71,0.45,1,0,1,0,0,0,0,42851.24668
11/30/23,2.763,76.05,132.15,22.57,19.44,21.43,27.57,7.51,1260,55,10.07,0.52,1,0,0,0,0,0,0,43531.67822
11/29/23,2.769,77.99,129,21.85,21.02,22.88,30.02,7.51,1260,49,7.83,0,0,0,0,0,0,0,1,45940.74552
11/28/23,2.798,76.59,127.45,27.15,26.19,26.29,43.74,7.51,1260,41,4.25,0,0,0,0,0,0,0,1,45824.28027
11/27/23,2.898,75.09,128,36.62,35.85,33.03,58.2,7.51,1260,45,5.82,0,0,0,0,0,0,0,0,48252.18257
11/24/23,2.949,75.77,122,21.98,21.51,22.45,27.29,7.51,1260,50,5.82,0,0,0,0,0,0,0,0,41516.43627
11/23/23,2.922,77.25,122.15,19.58,19.05,20.49,27.62,7.51,1240,58,2.24,0.03,0,0,0,0,0,0,0,43156.91113
11/22/23,2.983,77.92,122.15,27.05,25.89,27.12,42.78,7.51,1240,54,5.59,0,0,0,0,0,0,0,0,45115.44275
11/21/23,2.947,77.9,122.3,17.39,16.46,15.21,27.55,7.51,1240,61,14.54,0,0,0,0,0,0,0,0,43543.32118
11/20/23,3.008,76.11,122.5,19.12,17.27,20.09,17.04,7.51,1240,61,8.72,0.04,1,0,0,0,0,0,0,44032.85848
11/17/23,3.085,73.19,123.25,30.91,30.14,31.78,35.64,7.51,1240,58,4.03,0,1,0,0,0,0,0,0,42907.82777
11/16/23,3.189,76.8,123.1,23.27,22.33,24.36,29.44,7.51,1238,60,4.25,0,1,0,0,0,0,0,0,42486.50538
11/15/23,3.308,77.98,123.25,46.11,44.86,46.3,60.12,7.51,1238,59,8.28,0,0,0,0,0,0,0,0,41996.92159
11/14/23,3.261,77.99,122.5,50.17,47.93,49.76,73.74,7.51,1238,55,7.16,0,0,0,0,0,0,0,0,41961.5536
11/13/23,3.4,76.93,122,43.85,43.24,34.81,74.79,7.51,1238,57,8.95,0.57,1,0,0,0,0,0,0,41971.41092
11/10/23,3.284,75.57,123.25,36.31,35.97,31.97,48.76,7.51,1238,56,10.74,0.38,1,0,0,0,0,0,0,42518.79817
11/9/23,3.333,75.12,123,29.21,27.6,28.65,34.62,7.51,1206,75,5.14,0.59,1,0,0,0,0,0,0,45314.92124
11/8/23,3.389,76.98,122.5,69.79,67.33,62.7,74.99,7.51,1206,74,6.93,0,0,0,0,0,0,0,0,48030.07866
11/7/23,3.463,80.6,120.1,35.14,33.13,32.65,30.17,7.51,1206,55,6.71,0,1,0,0,0,0,0,0,47172.68271
11/6/23,3.564,80.23,119,28.25,27.7,28.29,26.06,7.51,1206,70,4.7,0,1,0,0,0,0,0,0,45470.98564
11/3/23,3.795,82.16,122.5,21.8,21.36,22.07,21.97,7.51,1206,52,4.7,0,0,0,0,0,0,0,0,43034.18633
11/2/23,3.75,80.1,118,25.69,25.17,25.78,29.97,7.51,1214,60,4.7,0,0,0,0,0,0,0,0,44786.5102
11/1/23,3.753,80.5,117.45,32.17,32.72,28.42,49.4,7.51,1214,45,6.49,0,0,0,0,0,0,0,0,45406.24498
10/31/23,3.813,81.68,123.5,53.7,54.98,39.2,82.02,7.08,1214,40,11.63,0,0,0,0,0,0,0,0,45525.86961
10/30/23,3.589,84.7,131,56.09,57.26,35.18,76.2,7.08,1214,48,16.11,0.15,1,0,0,0,0,0,0,46195.49259
10/27/23,3.718,82.54,135.2,57.79,54.54,54.9,67,7.08,1214,75,7.16,0,0,0,0,0,0,0,0,51976.83055
10/26/23,3.707,84.69,135.7,34.05,31,33.07,50.87,7.08,1182,73,8.95,0.51,1,0,0,0,0,0,0,50370.36266
10/25/23,3.62,82.97,133.5,44.75,37.55,35.27,56.87,7.08,1182,67,13.87,0,0,0,0,0,0,0,0,50187.61874
10/24/23,3.564,84.42,136.5,36.91,32.35,26.2,41.77,7.08,1182,74,13.87,0,0,0,0,0,0,0,0,49996.8518
10/23/23,3.512,86.82,138.35,27.21,28.2,23.81,36.04,7.08,1182,68,12.75,0.02,1,0,0,0,0,0,0,50528.7618
10/20/23,3.508,87.06,138,80.7,77.5,90.14,97.52,7.08,1182,70,4.03,0,0,0,0,0,0,0,0,47005.66049
10/19/23,3.576,86.09,136.5,72.89,70.71,76.29,89.13,7.08,1152,68,3.36,0,1,0,0,0,0,0,0,45719.62567
10/18/23,3.706,84.3,139.5,22.27,21.06,21.7,30.87,7.08,1152,63,6.49,0,0,0,0,0,0,0,0,43522.45716
10/17/23,3.707,84.02,142.25,22.7,21.08,24.04,35.64,7.08,1152,55,3.13,0,0,0,0,0,0,0,0,41870.4956
10/16/23,3.479,85.08,143.75,26.74,25.15,26.2,45.95,7.08,1152,73,9.84,0,0,0,0,0,0,0,0,41055.88168
10/13/23,3.584,80.73,143.85,43.94,39.09,50.09,50.01,7.08,1152,75,5.59,0,0,0,0,0,0,0,0,50013.11679
10/12/23,3.639,80.92,142.65,24.6,23.09,28.84,18.46,7.08,1112,70,8.95,0,1,0,0,0,0,0,0,47252.06284
10/11/23,3.658,82.57,141.5,24.75,22.58,27.93,29.06,7.08,1112,75,7.61,0.39,1,0,0,0,0,0,0,45583.28322
10/10/23,3.659,84.6,141.9,25.14,23.86,25.31,36.02,7.08,1112,76,4.03,0,0,0,0,0,0,0,0,46990.52701
10/9/23,3.631,81.28,141.35,29.75,28.6,31.76,39.12,7.08,1112,65,3.58,0,0,0,0,0,0,0,0,45417.39915
10/6/23,3.641,80.81,138.5,26.55,25.25,27.98,34.14,7.08,1112,72,9.4,0,0,0,0,0,0,0,0,48999.92203
10/5/23,3.511,82.55,140,27,26.29,30.47,32.16,7.08,1090,82,6.71,1.14,1,0,1,0,0,0,0,50919.64889
10/4/23,3.32,87.44,145,33.51,32.54,32.88,37.25,7.08,1090,82,8.28,0.69,1,0,1,0,0,0,0,58355.79303
10/3/23,3.313,87.17,150,33,27.82,34.5,30.29,7.08,1090,79,8.95,1.17,1,0,1,0,0,0,0,54812.65925
10/2/23,3.233,88.8,155,35.95,28.26,33.44,31.96,7.08,1090,80,8.5,0,0,0,0,0,0,0,0,55744.30858
9/29/23,3.312,89.59,160.1,28.97,26.22,34.91,26.8,6.57,1090,85,6.93,0,1,0,0,0,0,0,0,59550.06264
9/28/23,3.34,91.3,159.75,38.18,33.87,42.44,45.59,6.57,1071,83,4.7,0,0,0,0,0,0,0,0,59188.64973
9/27/23,3.29,88.78,160.35,90.31,90.55,93.4,101.91,6.57,1071,83,4.25,0,0,0,0,0,0,0,0,58353.62952
9/26/23,3.258,88.17,160.35,63.6,61.95,68.24,75.95,6.57,1071,80,4.92,0,1,0,1,0,0,0,1,57933.03319
9/25/23,3.341,88.35,160,43.34,42.24,52.06,50.19,6.57,1071,89,5.37,0.06,1,0,1,0,0,0,1,59671.73673
9/22/23,3.297,88.32,160,31.87,30.99,35.35,39.29,6.57,1071,86,6.71,0,0,0,0,0,0,0,0,61906.05644
9/21/23,3.267,88.34,160.5,32.92,33.11,33.24,38.38,6.57,1053,85,7.16,0,0,0,0,0,0,0,0,60338.32063
9/20/23,3.316,89.17,160.75,75.41,76.36,74.92,82.61,6.57,1053,84,6.49,0,0,0,0,0,0,0,0,58469.09538
9/19/23,3.384,89.26,160.75,27.19,24.78,25.42,28.05,6.57,1053,79,5.82,0,0,0,0,0,0,0,0,56890.28589
9/18/23,3.4,88.97,160.75,27.75,27.83,28.35,37.69,6.57,1053,77,4.25,0,0,0,0,0,0,0,0,55523.20172
9/15/23,2.932,88.81,160.5,29.96,29.35,29.04,38.9,6.57,1053,74,6.71,0.02,1,0,1,0,0,0,0,53703.09568
9/14/23,2.983,87.11,160.5,28.33,27.08,28.1,37.53,6.57,1041,77,8.5,2.2,1,0,1,0,0,0,0,53946.02853
9/13/23,2.987,87.36,162.25,32.44,29.28,31.42,41.73,6.57,1041,80,6.49,0,0,0,0,0,0,0,0,55454.08146
9/12/23,3.015,85.94,159,38.02,34.39,37.53,40.58,6.57,1041,80,4.03,0,0,0,0,0,0,0,0,56484.60897
9/11/23,2.937,86.81,158,31.99,31.06,34.14,34.51,6.57,1041,82,5.59,0,0,0,0,0,0,0,0,57386.83956
9/8/23,2.966,86.15,156.25,409.15,417.07,380.05,419.49,6.57,1041,95,8.05,0,0,0,0,0,0,0,0,68567.25864
9/7/23,2.958,86.79,157.65,361.33,367.22,340.23,369.85,6.57,1035,93,6.49,0,0,0,0,0,0,0,0,68467.0205
9/6/23,2.943,86.01,160,172.67,176.91,147.9,180.74,6.57,1035,93,5.14,0,0,0,0,0,0,0,0,67509.83906
9/5/23,2.991,85.9308,160.5,36.36,37.18,27.87,37.9,6.57,1035,91,9.17,0,0,0,1,0,0,0,0,67737.34653
9/4/23,2.6402,84.75,156.55,24.68,24.08,23.71,22.22,6.57,1035,87,8.72,0.11,0,0,1,0,0,0,0,63700.91234
9/1/23,3.111,82.96,156.25,85.01,83.93,83.82,95.62,6.57,1035,86,4.7,0,0,0,0,0,0,0,0,61823.26731
8/31/23,3.147,81.12,156,115.11,112.63,114.82,127.46,6.45,1050,86,4.92,0,0,0,0,0,0,0,0,61435.6059
8/30/23,3.181,80.68,156,314.91,310.48,318.34,326.02,6.45,1050,85,7.38,0,0,0,0,0,0,0,0,61008.83669
8/29/23,3.062,79.67,158.5,75.51,73.04,79.41,82.54,6.45,1050,84,10.07,0,0,0,0,0,0,0,0,61799.86777
8/28/23,3.106,79.49,158.5,180.47,173.67,185.56,184.25,6.45,1050,94,6.71,0,0,0,0,0,0,0,0,63212.72314
8/25/23,3.135,78.66,149.4,1082.23,1082.76,1070.17,1081.42,6.45,1050,94,5.59,0,0,0,0,0,0,0,0,68799.76933
8/24/23,3.093,78.59,149,797.73,794.97,791.76,793.66,6.45,1072,91,5.82,0.01,0,0,1,0,0,0,0,68186.67923
8/23/23,3.044,79.35,150,184.82,186.61,179.41,181.86,6.45,1072,93,5.82,0,0,0,0,0,0,0,0,67423.54651
8/22/23,3.106,79.76,150,62.43,65.53,38.81,63.32,6.45,1072,94,13.42,0,0,0,0,0,0,0,0,67210.04183
8/21/23,3.193,80.2,149.25,58.39,60.29,53.9,54.31,6.45,1072,96,8.5,0,0,0,0,0,0,0,0,69854.56487
8/18/23,3.166,79.51,149.5,251.7,258.81,215.23,255.95,6.45,1072,94,6.71,0,0,0,0,0,0,0,0,69108.88905
8/17/23,3.243,78.73,147,663.16,673.57,593.14,676.48,6.45,1093,84,5.82,0,0,0,0,0,0,0,0,66285.24061
8/16/23,3.215,80.05,147.5,250.82,249.09,240.28,254.9,6.45,1093,83,7.16,0,0,0,0,0,0,0,0,63254.46935
8/15/23,2.781,81.37,147.15,548.96,542.15,527.29,546.18,6.45,1093,86,7.83,0,0,0,0,0,0,0,0,65330.0793
8/14/23,2.898,82.02,146.5,152.78,142.51,124.33,138.49,6.45,1093,96,5.59,0,0,0,0,0,0,0,0,69571.66317
8/11/23,2.882,81.8,144,135.16,138.72,89.09,139.1,6.45,1093,94,9.84,0,0,0,0,0,0,0,0,71136.79976
8/10/23,2.87,83.07,143,427.66,438.08,303,440.83,6.45,1108,94,9.4,0,0,0,0,0,0,0,0,70719.84759
8/9/23,3.053,82.36,142.5,124.08,125.59,74.66,127.29,6.45,1108,94,9.84,0,0,0,0,0,0,0,0,70060.13756
8/8/23,2.864,81.49,142.5,73.69,74.62,52.12,75.21,6.45,1108,95,9.4,0,0,0,0,0,0,0,0,69304.83569
8/7/23,2.813,82.27,141.1,171.49,172.37,125.89,174.12,6.45,1108,96,8.95,0,0,0,0,0,0,0,0,69829.72796
8/4/23,2.681,81.08,136,139.49,142,118.71,144.69,6.45,1108,96,6.93,0,0,0,0,0,0,0,0,69646.63284
8/3/23,2.67,79.13,136.85,87.78,88.76,79.61,89.2,6.45,1124,96,6.93,0,0,0,0,0,0,0,0,69195.94634
8/2/23,2.586,80.92,134,58.18,57.97,52.94,58.58,6.45,1124,95,6.04,0,0,0,0,0,0,0,0,68966.26058
8/1/23,2.672,81.32,135,59.46,58.58,55.82,59.36,6.45,1124,93,4.92,0,0,0,0,0,0,0,0,69051.81949
7/31/23,2.741,80.18,137.3,157.04,159.15,149.2,161.1,6.62,1124,92,6.26,0,0,0,0,0,0,0,0,67864.46258
7/28/23,2.753,79.63,134.45,42.36,42.94,40.04,45.48,6.62,1124,91,5.14,0,0,0,0,0,0,0,0,64637.84584
7/27/23,2.714,78.4,134,41.65,41.32,40.44,43.6,6.62,1139,92,6.49,0,0,0,0,0,0,0,0,65429.7643
7/26/23,2.809,79.2,134,38.94,37.24,35.8,40.03,6.62,1139,93,6.04,0,0,0,0,0,0,0,0,65808.5568
7/25/23,2.858,78.4,134,32.37,29.95,33.29,32.99,6.62,1139,89,5.82,0,0,0,0,0,0,0,0,65843.57202
7/24/23,2.792,76.78,133.1,52.58,52.55,52.5,57.25,6.62,1139,86,5.14,0,0,0,0,0,0,0,0,64191.23835
7/21/23,2.809,75.43,133,83.67,83.71,80.58,85.2,6.62,1139,93,5.14,0,0,0,0,0,0,0,0,65821.16217
7/20/23,2.823,75.11,132,108.3,108.23,92.14,109.17,6.62,1150,95,7.16,0,0,0,0,0,0,0,0,67332.66029
7/19/23,2.684,75.42,131,42.85,39.2,32.94,32.96,6.62,1150,97,8.05,0,0,0,0,0,0,0,0,68219.3179
7/18/23,2.618,73.89,134.35,46.82,43.01,40.01,32.63,6.62,1150,93,8.05,0,0,0,0,0,0,0,0,68043.54281
7/17/23,2.504,75.05,131.1,89.28,88.03,79.89,88.97,6.62,1150,84,6.71,0,0,0,0,0,0,0,0,65619.59958
7/14/23,2.53,76.47,131.65,70.74,63,40.76,60.84,6.62,1150,95,8.5,0,0,0,0,0,0,0,0,67233.84713
7/13/23,2.534,75.25,128,95.48,90.9,75.05,93.14,6.62,1147,95,7.83,0,0,0,0,0,0,0,0,67800.71666
7/12/23,2.597,74.71,129.05,39.36,35.21,32.09,35.39,6.62,1147,89,9.17,0,0,0,0,0,0,0,0,67208.4099
7/11/23,2.692,72.95,131,33.33,30.6,34.31,32.53,6.62,1147,92,7.38,0,0,0,0,0,0,0,0,65060.86317
7/10/23,2.641,73.77,133.7,40.46,39.56,37.3,42.5,6.62,1147,84,7.16,0,0,0,0,0,0,0,0,64274.20859
7/7/23,2.57,71.79,138,26.36,23.74,25.73,23.35,6.62,1147,88,4.7,0,0,0,0,0,0,0,0,58580.83831
7/6/23,2.599,71.88,139.65,26.7,26.49,26.12,28.33,6.62,1144,89,4.7,2.18,1,0,1,0,0,0,0,59234.2679
7/5/23,2.643,71.154,144.8,32.24,32,30.82,34.15,6.62,1144,90,6.04,0.06,0,0,1,0,0,0,0,62758.67866
7/4/23,2.7465,69.91,142.5,27.2,26.23,25.55,27.78,6.62,1144,88,6.26,0,0,0,1,0,0,0,0,59145.22987
7/3/23,2.702,70.78,145,69.4,67.75,67.68,70.49,6.62,1144,84,4.7,0,0,0,0,0,0,0,0,60876.05258
6/30/23,2.774,70.02,128.05,38.01,35.46,31.08,37.26,7.37,1144,91,8.05,0,0,0,0,0,0,0,0,64519.21393
6/29/23,2.691,69.73,127.9,35.75,32.29,30.92,27.96,7.37,1128,92,6.71,0,0,0,0,0,0,0,0,66114.07764
6/28/23,2.646,67.9,127.9,44.03,40.76,34.89,24.3,7.37,1128,92,7.61,0,0,0,0,0,0,0,0,66220.06894
6/27/23,2.755,69.54,127.9,53.25,42.28,46.58,30.09,7.37,1128,93,7.38,0,0,0,0,0,0,0,0,66883.49957
