Date,INSTRUMENT,PRICE
4/15/24,SOLARNTR:IND,40.6
4/12/24,SOLARNTR:IND,41.95
4/11/24,SOLARNTR:IND,43.75
4/10/24,SOLARNTR:IND,43.8
4/9/24,SOLARNTR:IND,45.67
4/8/24,SOLARNTR:IND,43.74
4/5/24,SOLARNTR:IND,43.13
4/4/24,SOLARNTR:IND,43.72
4/3/24,SOLARNTR:IND,43.88
4/2/24,SOLARNTR:IND,43.39
4/1/24,SOLARNTR:IND,45.07
3/29/24,SOLARNTR:IND,45.14
3/28/24,SOLARNTR:IND,45.37
3/27/24,SOLARNTR:IND,45.39
3/26/24,SOLARNTR:IND,43.02
3/25/24,SOLARNTR:IND,43.45
3/22/24,SOLARNTR:IND,44.03
3/21/24,SOLARNTR:IND,44.39
3/20/24,SOLARNTR:IND,44.09
3/19/24,SOLARNTR:IND,43.05
3/18/24,SOLARNTR:IND,42.8
3/15/24,SOLARNTR:IND,42.55
3/14/24,SOLARNTR:IND,42.69
3/13/24,SOLARNTR:IND,43.87
3/12/24,SOLARNTR:IND,44.62
3/11/24,SOLARNTR:IND,46.38
3/8/24,SOLARNTR:IND,45.77
3/7/24,SOLARNTR:IND,44.97
3/6/24,SOLARNTR:IND,43.94
3/5/24,SOLARNTR:IND,43
3/4/24,SOLARNTR:IND,43.39
3/1/24,SOLARNTR:IND,44.18
2/29/24,SOLARNTR:IND,43.15
2/28/24,SOLARNTR:IND,42.01
2/27/24,SOLARNTR:IND,42.56
2/26/24,SOLARNTR:IND,41.98
2/23/24,SOLARNTR:IND,41.99
2/22/24,SOLARNTR:IND,42.65
2/21/24,SOLARNTR:IND,44.76
2/20/24,SOLARNTR:IND,45.81
2/16/24,SOLARNTR:IND,46.86
2/15/24,SOLARNTR:IND,47.4
2/14/24,SOLARNTR:IND,46.63
2/13/24,SOLARNTR:IND,44.49
2/12/24,SOLARNTR:IND,47.3
2/9/24,SOLARNTR:IND,45.49
2/8/24,SOLARNTR:IND,44.1
2/7/24,SOLARNTR:IND,44.16
2/6/24,SOLARNTR:IND,42.28
2/5/24,SOLARNTR:IND,41.1
2/2/24,SOLARNTR:IND,42.28
2/1/24,SOLARNTR:IND,43.42
1/31/24,SOLARNTR:IND,42.37
1/30/24,SOLARNTR:IND,43.22
1/29/24,SOLARNTR:IND,44.05
1/26/24,SOLARNTR:IND,43.19
1/25/24,SOLARNTR:IND,43.88
1/24/24,SOLARNTR:IND,44.03
1/23/24,SOLARNTR:IND,44.89
1/22/24,SOLARNTR:IND,43.56
1/19/24,SOLARNTR:IND,42.9
1/18/24,SOLARNTR:IND,43.27
1/17/24,SOLARNTR:IND,42.89
1/16/24,SOLARNTR:IND,44.27
1/12/24,SOLARNTR:IND,46.45
1/11/24,SOLARNTR:IND,47.01
1/10/24,SOLARNTR:IND,48.26
1/9/24,SOLARNTR:IND,47.91
1/8/24,SOLARNTR:IND,48.29
1/5/24,SOLARNTR:IND,48.29
1/4/24,SOLARNTR:IND,48.77
1/3/24,SOLARNTR:IND,50.08
1/2/24,SOLARNTR:IND,52.07
12/29/23,SOLARNTR:IND,53.35
12/28/23,SOLARNTR:IND,54.22
12/27/23,SOLARNTR:IND,53.68
12/26/23,SOLARNTR:IND,53.66
12/22/23,SOLARNTR:IND,52.59
12/21/23,SOLARNTR:IND,53.06
12/20/23,SOLARNTR:IND,50.64
12/19/23,SOLARNTR:IND,52.95
12/18/23,SOLARNTR:IND,50.6
12/15/23,SOLARNTR:IND,51.78
12/14/23,SOLARNTR:IND,50.76
12/13/23,SOLARNTR:IND,46.94
12/12/23,SOLARNTR:IND,44.46
12/11/23,SOLARNTR:IND,45.81
12/8/23,SOLARNTR:IND,45.82
12/7/23,SOLARNTR:IND,46.65
12/6/23,SOLARNTR:IND,46.58
12/5/23,SOLARNTR:IND,47.23
12/4/23,SOLARNTR:IND,47.74
12/1/23,SOLARNTR:IND,47.87
11/30/23,SOLARNTR:IND,45.84
11/29/23,SOLARNTR:IND,45.84
11/28/23,SOLARNTR:IND,45.29
11/27/23,SOLARNTR:IND,44.63
11/24/23,SOLARNTR:IND,45.48
11/22/23,SOLARNTR:IND,46.06
11/21/23,SOLARNTR:IND,46.04
11/20/23,SOLARNTR:IND,47.03
11/17/23,SOLARNTR:IND,45.63
11/16/23,SOLARNTR:IND,45.48
11/15/23,SOLARNTR:IND,46.65
11/14/23,SOLARNTR:IND,46.03
11/13/23,SOLARNTR:IND,41.71
11/10/23,SOLARNTR:IND,41.4
11/9/23,SOLARNTR:IND,41.56
11/8/23,SOLARNTR:IND,42.54
11/7/23,SOLARNTR:IND,43.91
11/6/23,SOLARNTR:IND,43.88
11/3/23,SOLARNTR:IND,44.7
11/2/23,SOLARNTR:IND,43.04
11/1/23,SOLARNTR:IND,41.52
10/31/23,SOLARNTR:IND,41.98
10/30/23,SOLARNTR:IND,41.35
10/27/23,SOLARNTR:IND,40.95
10/26/23,SOLARNTR:IND,43.05
10/25/23,SOLARNTR:IND,42.64
10/24/23,SOLARNTR:IND,44.26
10/23/23,SOLARNTR:IND,43.68
10/20/23,SOLARNTR:IND,43.92
10/19/23,SOLARNTR:IND,46.75
10/18/23,SOLARNTR:IND,48.23
10/17/23,SOLARNTR:IND,49.68
10/16/23,SOLARNTR:IND,48.97
10/13/23,SOLARNTR:IND,48.33
10/12/23,SOLARNTR:IND,49
10/11/23,SOLARNTR:IND,50.4
10/10/23,SOLARNTR:IND,49.76
10/9/23,SOLARNTR:IND,47.09
10/6/23,SOLARNTR:IND,47.73
10/5/23,SOLARNTR:IND,46.66
10/4/23,SOLARNTR:IND,47.9
10/3/23,SOLARNTR:IND,47.59
10/2/23,SOLARNTR:IND,49.43
9/29/23,SOLARNTR:IND,51.79
9/28/23,SOLARNTR:IND,51.85
9/27/23,SOLARNTR:IND,51.68
9/26/23,SOLARNTR:IND,51.74
9/25/23,SOLARNTR:IND,52.57
9/22/23,SOLARNTR:IND,52.82
9/21/23,SOLARNTR:IND,53.59
9/20/23,SOLARNTR:IND,54.54
9/19/23,SOLARNTR:IND,54.6
9/18/23,SOLARNTR:IND,54.24
9/15/23,SOLARNTR:IND,55.92
9/14/23,SOLARNTR:IND,57.1
9/13/23,SOLARNTR:IND,55.62
9/12/23,SOLARNTR:IND,56.79
9/11/23,SOLARNTR:IND,55.73
9/8/23,SOLARNTR:IND,55.57
9/7/23,SOLARNTR:IND,55.56
9/6/23,SOLARNTR:IND,56.81
9/5/23,SOLARNTR:IND,58.02
9/1/23,SOLARNTR:IND,58.41
8/31/23,SOLARNTR:IND,58.23
8/30/23,SOLARNTR:IND,58.28
8/29/23,SOLARNTR:IND,58.72
8/28/23,SOLARNTR:IND,56.48
8/25/23,SOLARNTR:IND,56.17
8/24/23,SOLARNTR:IND,55.5
8/23/23,SOLARNTR:IND,56.76
8/22/23,SOLARNTR:IND,55.79
8/21/23,SOLARNTR:IND,56.38
8/18/23,SOLARNTR:IND,57.01
8/17/23,SOLARNTR:IND,57.27
8/16/23,SOLARNTR:IND,58.19
8/15/23,SOLARNTR:IND,59.58
8/14/23,SOLARNTR:IND,62.02
8/11/23,SOLARNTR:IND,61.82
8/10/23,SOLARNTR:IND,62.78
8/9/23,SOLARNTR:IND,63.4
8/8/23,SOLARNTR:IND,62.04
8/7/23,SOLARNTR:IND,62.21
8/4/23,SOLARNTR:IND,62.72
8/3/23,SOLARNTR:IND,63.63
8/2/23,SOLARNTR:IND,63.38
8/1/23,SOLARNTR:IND,67.06
7/31/23,SOLARNTR:IND,68.54
7/28/23,SOLARNTR:IND,68.26
7/27/23,SOLARNTR:IND,68.13
7/26/23,SOLARNTR:IND,70.02
7/25/23,SOLARNTR:IND,71.04
7/24/23,SOLARNTR:IND,70.92
7/21/23,SOLARNTR:IND,71.15
7/20/23,SOLARNTR:IND,71.44
7/19/23,SOLARNTR:IND,73.01
7/18/23,SOLARNTR:IND,72.89
7/17/23,SOLARNTR:IND,73.55
7/14/23,SOLARNTR:IND,70.72
7/13/23,SOLARNTR:IND,72.12
7/12/23,SOLARNTR:IND,71.32
7/11/23,SOLARNTR:IND,69.36
7/10/23,SOLARNTR:IND,69.37
7/7/23,SOLARNTR:IND,68.05
7/6/23,SOLARNTR:IND,67.36
7/5/23,SOLARNTR:IND,69.79
7/3/23,SOLARNTR:IND,71.42
6/30/23,SOLARNTR:IND,71.42
6/29/23,SOLARNTR:IND,68.92
6/28/23,SOLARNTR:IND,69.63
6/27/23,SOLARNTR:IND,69.2
6/26/23,SOLARNTR:IND,68.41
6/23/23,SOLARNTR:IND,68.04
6/22/23,SOLARNTR:IND,68.93
6/21/23,SOLARNTR:IND,69.64
6/20/23,SOLARNTR:IND,70.5
6/16/23,SOLARNTR:IND,72.79
6/15/23,SOLARNTR:IND,73.2
6/14/23,SOLARNTR:IND,71.62
6/13/23,SOLARNTR:IND,72.31
6/12/23,SOLARNTR:IND,71.54
6/9/23,SOLARNTR:IND,70.39
6/8/23,SOLARNTR:IND,70.82
6/7/23,SOLARNTR:IND,71.02
6/6/23,SOLARNTR:IND,71.24
6/5/23,SOLARNTR:IND,71.81
6/2/23,SOLARNTR:IND,72.07
6/1/23,SOLARNTR:IND,71.48
5/31/23,SOLARNTR:IND,69.98
5/30/23,SOLARNTR:IND,70.81
5/26/23,SOLARNTR:IND,70.77
5/25/23,SOLARNTR:IND,70.62
5/24/23,SOLARNTR:IND,70.82
5/23/23,SOLARNTR:IND,71.14
5/22/23,SOLARNTR:IND,71.34
5/19/23,SOLARNTR:IND,70.11
5/18/23,SOLARNTR:IND,70.77
5/17/23,SOLARNTR:IND,71.66
5/16/23,SOLARNTR:IND,70.99
5/15/23,SOLARNTR:IND,72.69
5/12/23,SOLARNTR:IND,71.94
5/11/23,SOLARNTR:IND,69.81
5/10/23,SOLARNTR:IND,69.89
5/9/23,SOLARNTR:IND,69.25
5/8/23,SOLARNTR:IND,69.95
5/5/23,SOLARNTR:IND,70.21
5/4/23,SOLARNTR:IND,68.27
5/3/23,SOLARNTR:IND,68.71
5/2/23,SOLARNTR:IND,68.81
5/1/23,SOLARNTR:IND,71.13
4/28/23,SOLARNTR:IND,71.99
4/27/23,SOLARNTR:IND,72.75
4/26/23,SOLARNTR:IND,71.45
4/25/23,SOLARNTR:IND,75.62
4/24/23,SOLARNTR:IND,77.68
4/21/23,SOLARNTR:IND,77.72
4/20/23,SOLARNTR:IND,77.63
4/19/23,SOLARNTR:IND,77.78
4/18/23,SOLARNTR:IND,78.4
4/17/23,SOLARNTR:IND,78.36
4/14/23,SOLARNTR:IND,76.33
4/13/23,SOLARNTR:IND,76.99
4/12/23,SOLARNTR:IND,74.64
4/11/23,SOLARNTR:IND,75.72
4/10/23,SOLARNTR:IND,75.19
4/6/23,SOLARNTR:IND,73.68
4/5/23,SOLARNTR:IND,73.69
4/4/23,SOLARNTR:IND,75.83
4/3/23,SOLARNTR:IND,76.36
3/31/23,SOLARNTR:IND,77.63
3/30/23,SOLARNTR:IND,75.75
3/29/23,SOLARNTR:IND,74.2
3/28/23,SOLARNTR:IND,72.56
3/27/23,SOLARNTR:IND,72.92
3/24/23,SOLARNTR:IND,72.98
3/23/23,SOLARNTR:IND,73.58
3/22/23,SOLARNTR:IND,72.49
3/21/23,SOLARNTR:IND,74.08
3/20/23,SOLARNTR:IND,70.51
3/17/23,SOLARNTR:IND,69.41
3/16/23,SOLARNTR:IND,72.25
3/15/23,SOLARNTR:IND,73.23
3/14/23,SOLARNTR:IND,75.62
3/13/23,SOLARNTR:IND,75.13
3/10/23,SOLARNTR:IND,75.06
3/9/23,SOLARNTR:IND,77.02
3/8/23,SOLARNTR:IND,78.35
3/7/23,SOLARNTR:IND,78.78
3/6/23,SOLARNTR:IND,79.72
3/3/23,SOLARNTR:IND,78.2
3/2/23,SOLARNTR:IND,76.25
3/1/23,SOLARNTR:IND,76.55
2/28/23,SOLARNTR:IND,74.29
2/27/23,SOLARNTR:IND,74.22
2/24/23,SOLARNTR:IND,72.59
2/23/23,SOLARNTR:IND,74.65
2/22/23,SOLARNTR:IND,74.09
2/21/23,SOLARNTR:IND,74.09
2/17/23,SOLARNTR:IND,75.7
2/16/23,SOLARNTR:IND,76.23
2/15/23,SOLARNTR:IND,79.04
2/14/23,SOLARNTR:IND,76.53
2/13/23,SOLARNTR:IND,77.08
2/10/23,SOLARNTR:IND,75.88
2/9/23,SOLARNTR:IND,76.4
2/8/23,SOLARNTR:IND,78.02
2/7/23,SOLARNTR:IND,78.92
2/6/23,SOLARNTR:IND,79.16
2/3/23,SOLARNTR:IND,79.73
2/2/23,SOLARNTR:IND,81.7
2/1/23,SOLARNTR:IND,82.63
1/31/23,SOLARNTR:IND,80.8
1/30/23,SOLARNTR:IND,78.22
1/27/23,SOLARNTR:IND,80.15
1/26/23,SOLARNTR:IND,79.48
1/25/23,SOLARNTR:IND,79.2
1/24/23,SOLARNTR:IND,80.68
1/23/23,SOLARNTR:IND,81.61
1/20/23,SOLARNTR:IND,79.47
1/19/23,SOLARNTR:IND,77.96
1/18/23,SOLARNTR:IND,81.79
1/17/23,SOLARNTR:IND,82.29
1/13/23,SOLARNTR:IND,81.74
1/12/23,SOLARNTR:IND,81.68
1/11/23,SOLARNTR:IND,80.21
1/10/23,SOLARNTR:IND,77.04
1/9/23,SOLARNTR:IND,74.71
1/6/23,SOLARNTR:IND,73.87
1/5/23,SOLARNTR:IND,70.91
1/4/23,SOLARNTR:IND,73.3
1/3/23,SOLARNTR:IND,72.17
12/30/22,SOLARNTR:IND,72.94
12/29/22,SOLARNTR:IND,73.08
12/28/22,SOLARNTR:IND,71.83
12/27/22,SOLARNTR:IND,73.08
12/23/22,SOLARNTR:IND,74.86
12/22/22,SOLARNTR:IND,75.86
12/21/22,SOLARNTR:IND,78.42
12/20/22,SOLARNTR:IND,76.81
12/19/22,SOLARNTR:IND,77.4
12/16/22,SOLARNTR:IND,78.43
12/15/22,SOLARNTR:IND,80.24
12/14/22,SOLARNTR:IND,82.73
12/13/22,SOLARNTR:IND,81.15
12/12/22,SOLARNTR:IND,79.46
12/9/22,SOLARNTR:IND,78.62
12/8/22,SOLARNTR:IND,79.09
12/7/22,SOLARNTR:IND,78.46
12/6/22,SOLARNTR:IND,79.09
12/5/22,SOLARNTR:IND,81.9
12/2/22,SOLARNTR:IND,83.76
12/1/22,SOLARNTR:IND,81.5
11/30/22,SOLARNTR:IND,83.98
11/29/22,SOLARNTR:IND,79.49
11/28/22,SOLARNTR:IND,80.46
11/25/22,SOLARNTR:IND,82.49
11/23/22,SOLARNTR:IND,82.35
11/22/22,SOLARNTR:IND,81.49
11/21/22,SOLARNTR:IND,80.81
11/18/22,SOLARNTR:IND,81.51
11/17/22,SOLARNTR:IND,82.62
11/16/22,SOLARNTR:IND,81.54
11/15/22,SOLARNTR:IND,81.82
11/14/22,SOLARNTR:IND,79.25
11/11/22,SOLARNTR:IND,79.48
11/10/22,SOLARNTR:IND,81.48
11/9/22,SOLARNTR:IND,74.59
11/8/22,SOLARNTR:IND,73.89
11/7/22,SOLARNTR:IND,71.41
11/4/22,SOLARNTR:IND,72.36
11/3/22,SOLARNTR:IND,72.52
11/2/22,SOLARNTR:IND,69.93
11/1/22,SOLARNTR:IND,71.75
10/31/22,SOLARNTR:IND,71.28
10/28/22,SOLARNTR:IND,70.88
10/27/22,SOLARNTR:IND,71.59
10/26/22,SOLARNTR:IND,70.83
10/25/22,SOLARNTR:IND,67.99
10/24/22,SOLARNTR:IND,64.86
10/21/22,SOLARNTR:IND,66.55
10/20/22,SOLARNTR:IND,65.37
10/19/22,SOLARNTR:IND,66.1
10/18/22,SOLARNTR:IND,68.46
10/17/22,SOLARNTR:IND,66.61
10/14/22,SOLARNTR:IND,66
10/13/22,SOLARNTR:IND,67.57
10/12/22,SOLARNTR:IND,66.89
10/11/22,SOLARNTR:IND,69.12
10/10/22,SOLARNTR:IND,70.09
10/7/22,SOLARNTR:IND,71.05
10/6/22,SOLARNTR:IND,73.14
10/5/22,SOLARNTR:IND,75.26
10/4/22,SOLARNTR:IND,78.36
10/3/22,SOLARNTR:IND,75.37
9/30/22,SOLARNTR:IND,73.61
9/29/22,SOLARNTR:IND,73.27
9/28/22,SOLARNTR:IND,77.33
9/27/22,SOLARNTR:IND,75.92
9/26/22,SOLARNTR:IND,74.35
9/23/22,SOLARNTR:IND,75.7
9/22/22,SOLARNTR:IND,78.47
9/21/22,SOLARNTR:IND,81.23
9/20/22,SOLARNTR:IND,81.66
9/19/22,SOLARNTR:IND,84.29
9/16/22,SOLARNTR:IND,84.98
9/15/22,SOLARNTR:IND,85.01
9/14/22,SOLARNTR:IND,88.35
9/13/22,SOLARNTR:IND,86.66
9/12/22,SOLARNTR:IND,88.2
9/9/22,SOLARNTR:IND,87.79
9/8/22,SOLARNTR:IND,87.75
9/7/22,SOLARNTR:IND,87.42
9/6/22,SOLARNTR:IND,82.35
9/2/22,SOLARNTR:IND,80.84
9/1/22,SOLARNTR:IND,82.79
8/31/22,SOLARNTR:IND,84.33
8/30/22,SOLARNTR:IND,83.63
8/29/22,SOLARNTR:IND,84.71
8/26/22,SOLARNTR:IND,85.72
8/25/22,SOLARNTR:IND,87.49
8/24/22,SOLARNTR:IND,85.65
8/23/22,SOLARNTR:IND,83.92
8/22/22,SOLARNTR:IND,83.33
8/19/22,SOLARNTR:IND,84.82
8/18/22,SOLARNTR:IND,87.67
8/17/22,SOLARNTR:IND,86.63
8/16/22,SOLARNTR:IND,87.65
8/15/22,SOLARNTR:IND,88.89
8/12/22,SOLARNTR:IND,89.08
8/11/22,SOLARNTR:IND,87.93
8/10/22,SOLARNTR:IND,90.13
8/9/22,SOLARNTR:IND,85.85
8/8/22,SOLARNTR:IND,85.37
8/5/22,SOLARNTR:IND,84.77
8/4/22,SOLARNTR:IND,83.46
8/3/22,SOLARNTR:IND,81.77
8/2/22,SOLARNTR:IND,84.17
8/1/22,SOLARNTR:IND,83.35
7/29/22,SOLARNTR:IND,85.57
7/28/22,SOLARNTR:IND,82.88
7/27/22,SOLARNTR:IND,77.09
7/26/22,SOLARNTR:IND,72.63
7/25/22,SOLARNTR:IND,73.21
7/22/22,SOLARNTR:IND,72.04
7/21/22,SOLARNTR:IND,73.12
7/20/22,SOLARNTR:IND,73.35
7/19/22,SOLARNTR:IND,72.61
7/18/22,SOLARNTR:IND,71.37
7/15/22,SOLARNTR:IND,69.71
7/14/22,SOLARNTR:IND,71.14
7/13/22,SOLARNTR:IND,71.12
7/12/22,SOLARNTR:IND,70.61
7/11/22,SOLARNTR:IND,73.05
7/8/22,SOLARNTR:IND,76.68
7/7/22,SOLARNTR:IND,75.02
7/6/22,SOLARNTR:IND,71.06
7/5/22,SOLARNTR:IND,71.62
7/1/22,SOLARNTR:IND,72
6/30/22,SOLARNTR:IND,71.39
6/29/22,SOLARNTR:IND,69.32
6/28/22,SOLARNTR:IND,72.21
6/27/22,SOLARNTR:IND,75.04
6/24/22,SOLARNTR:IND,73.77
6/23/22,SOLARNTR:IND,73.03
6/22/22,SOLARNTR:IND,71.11
6/21/22,SOLARNTR:IND,71.45
6/17/22,SOLARNTR:IND,70.13
6/16/22,SOLARNTR:IND,66.21
6/15/22,SOLARNTR:IND,70.19
6/14/22,SOLARNTR:IND,68.14
6/13/22,SOLARNTR:IND,68.83
6/10/22,SOLARNTR:IND,73.44
6/9/22,SOLARNTR:IND,74.63
6/8/22,SOLARNTR:IND,76.51
6/7/22,SOLARNTR:IND,77.56
6/6/22,SOLARNTR:IND,76.79
6/3/22,SOLARNTR:IND,73.65
6/2/22,SOLARNTR:IND,74.07
6/1/22,SOLARNTR:IND,70.22
5/31/22,SOLARNTR:IND,71.1
5/27/22,SOLARNTR:IND,71.28
5/26/22,SOLARNTR:IND,69.72
5/25/22,SOLARNTR:IND,67.41
5/24/22,SOLARNTR:IND,66.31
5/23/22,SOLARNTR:IND,67.77
5/20/22,SOLARNTR:IND,67.19
5/19/22,SOLARNTR:IND,66.72
5/18/22,SOLARNTR:IND,63.84
5/17/22,SOLARNTR:IND,63.99
5/16/22,SOLARNTR:IND,60.74
5/13/22,SOLARNTR:IND,61.71
5/12/22,SOLARNTR:IND,57.59
5/11/22,SOLARNTR:IND,57.79
5/10/22,SOLARNTR:IND,60.32
5/9/22,SOLARNTR:IND,59.91
5/6/22,SOLARNTR:IND,64.77
5/5/22,SOLARNTR:IND,67.44
5/4/22,SOLARNTR:IND,70.55
5/3/22,SOLARNTR:IND,67.09
5/2/22,SOLARNTR:IND,64.98
4/29/22,SOLARNTR:IND,64.23
4/28/22,SOLARNTR:IND,64.75
4/27/22,SOLARNTR:IND,64.16
4/26/22,SOLARNTR:IND,62.36
4/25/22,SOLARNTR:IND,63.97
4/22/22,SOLARNTR:IND,64.5
4/21/22,SOLARNTR:IND,65.01
4/20/22,SOLARNTR:IND,69.83
4/19/22,SOLARNTR:IND,73.26
4/18/22,SOLARNTR:IND,71.66
4/14/22,SOLARNTR:IND,72.04
4/13/22,SOLARNTR:IND,73
4/12/22,SOLARNTR:IND,71.71
4/11/22,SOLARNTR:IND,72.22
4/8/22,SOLARNTR:IND,72.71
4/7/22,SOLARNTR:IND,74.55
4/6/22,SOLARNTR:IND,75.34
4/5/22,SOLARNTR:IND,77.35
4/4/22,SOLARNTR:IND,79.41
4/1/22,SOLARNTR:IND,76.21
3/31/22,SOLARNTR:IND,75.46
3/30/22,SOLARNTR:IND,75.78
3/29/22,SOLARNTR:IND,77.06
3/28/22,SOLARNTR:IND,75.97
3/25/22,SOLARNTR:IND,75.36
3/24/22,SOLARNTR:IND,77.25
3/23/22,SOLARNTR:IND,76.19
3/22/22,SOLARNTR:IND,76.75
3/21/22,SOLARNTR:IND,75.58
3/18/22,SOLARNTR:IND,76.04
3/17/22,SOLARNTR:IND,75.18
3/16/22,SOLARNTR:IND,75.61
3/15/22,SOLARNTR:IND,71.33
3/14/22,SOLARNTR:IND,69.1
3/11/22,SOLARNTR:IND,73.63
3/10/22,SOLARNTR:IND,75
3/9/22,SOLARNTR:IND,76.82
3/8/22,SOLARNTR:IND,76.51
3/7/22,SOLARNTR:IND,69.99
3/4/22,SOLARNTR:IND,67.96
3/3/22,SOLARNTR:IND,68.33
3/2/22,SOLARNTR:IND,70.35
3/1/22,SOLARNTR:IND,72.84
2/28/22,SOLARNTR:IND,71.47
2/25/22,SOLARNTR:IND,66.42
2/24/22,SOLARNTR:IND,64.8
2/23/22,SOLARNTR:IND,59.66
2/22/22,SOLARNTR:IND,60.15
2/18/22,SOLARNTR:IND,62.48
2/17/22,SOLARNTR:IND,63.96
2/16/22,SOLARNTR:IND,65.66
2/15/22,SOLARNTR:IND,65.55
2/14/22,SOLARNTR:IND,61.73
2/11/22,SOLARNTR:IND,62.58
2/10/22,SOLARNTR:IND,65.05
2/9/22,SOLARNTR:IND,66.83
2/8/22,SOLARNTR:IND,63.8
2/7/22,SOLARNTR:IND,62.89
2/4/22,SOLARNTR:IND,63.41
2/3/22,SOLARNTR:IND,61.44
2/2/22,SOLARNTR:IND,64
2/1/22,SOLARNTR:IND,65.21
1/31/22,SOLARNTR:IND,65.48
1/28/22,SOLARNTR:IND,60.51
1/27/22,SOLARNTR:IND,60.14
1/26/22,SOLARNTR:IND,62.49
1/25/22,SOLARNTR:IND,62.37
1/24/22,SOLARNTR:IND,64.42
1/21/22,SOLARNTR:IND,63.74
1/20/22,SOLARNTR:IND,66.99
1/19/22,SOLARNTR:IND,66.94
1/18/22,SOLARNTR:IND,67.43
1/14/22,SOLARNTR:IND,70.45
1/13/22,SOLARNTR:IND,70.63
1/12/22,SOLARNTR:IND,72.23
1/11/22,SOLARNTR:IND,71.91
1/10/22,SOLARNTR:IND,70.7
1/7/22,SOLARNTR:IND,70.75
1/6/22,SOLARNTR:IND,70.63
1/5/22,SOLARNTR:IND,71.21
1/4/22,SOLARNTR:IND,76.32
1/3/22,SOLARNTR:IND,78.49
12/31/21,SOLARNTR:IND,76.97
12/30/21,SOLARNTR:IND,77.68
12/29/21,SOLARNTR:IND,75.46
12/28/21,SOLARNTR:IND,76
12/27/21,SOLARNTR:IND,77.18
12/23/21,SOLARNTR:IND,77.91
12/22/21,SOLARNTR:IND,77.81
12/21/21,SOLARNTR:IND,77.94
12/20/21,SOLARNTR:IND,73.76
12/17/21,SOLARNTR:IND,79.04
12/16/21,SOLARNTR:IND,78.77
12/15/21,SOLARNTR:IND,81.43
12/14/21,SOLARNTR:IND,80.56
12/13/21,SOLARNTR:IND,83.79
12/10/21,SOLARNTR:IND,83.64
12/9/21,SOLARNTR:IND,83.81
12/8/21,SOLARNTR:IND,86.95
12/7/21,SOLARNTR:IND,86.33
12/6/21,SOLARNTR:IND,83.3
12/3/21,SOLARNTR:IND,82.16
12/2/21,SOLARNTR:IND,86.33
12/1/21,SOLARNTR:IND,86.4
11/30/21,SOLARNTR:IND,89.49
11/29/21,SOLARNTR:IND,92.33
11/26/21,SOLARNTR:IND,90.67
11/24/21,SOLARNTR:IND,93.7
11/23/21,SOLARNTR:IND,93.46
11/22/21,SOLARNTR:IND,96.03
11/19/21,SOLARNTR:IND,98.12
11/18/21,SOLARNTR:IND,95.01
11/17/21,SOLARNTR:IND,97.14
11/16/21,SOLARNTR:IND,97.51
11/15/21,SOLARNTR:IND,98
11/12/21,SOLARNTR:IND,99.61
11/11/21,SOLARNTR:IND,98.62
11/10/21,SOLARNTR:IND,93.19
11/9/21,SOLARNTR:IND,95.83
11/8/21,SOLARNTR:IND,96.6
11/5/21,SOLARNTR:IND,95.76
11/4/21,SOLARNTR:IND,97.36
11/3/21,SOLARNTR:IND,97.15
11/2/21,SOLARNTR:IND,97.3
11/1/21,SOLARNTR:IND,100.53
10/29/21,SOLARNTR:IND,99.1
10/28/21,SOLARNTR:IND,98
10/27/21,SOLARNTR:IND,94.19
10/26/21,SOLARNTR:IND,89.69
10/25/21,SOLARNTR:IND,91
10/22/21,SOLARNTR:IND,88.44
10/21/21,SOLARNTR:IND,90.16
10/20/21,SOLARNTR:IND,90.15
10/19/21,SOLARNTR:IND,91.51
10/18/21,SOLARNTR:IND,87.98
10/15/21,SOLARNTR:IND,87.15
10/14/21,SOLARNTR:IND,87.47
10/13/21,SOLARNTR:IND,88.03
10/12/21,SOLARNTR:IND,85.87
10/11/21,SOLARNTR:IND,81.39
10/8/21,SOLARNTR:IND,78.53
10/7/21,SOLARNTR:IND,79.4
10/6/21,SOLARNTR:IND,77.69
10/5/21,SOLARNTR:IND,77.71
10/4/21,SOLARNTR:IND,77.3
10/1/21,SOLARNTR:IND,81.06
9/30/21,SOLARNTR:IND,79.95
9/29/21,SOLARNTR:IND,78.36
9/28/21,SOLARNTR:IND,79.7
9/27/21,SOLARNTR:IND,82.06
9/24/21,SOLARNTR:IND,80.54
9/23/21,SOLARNTR:IND,83.07
9/22/21,SOLARNTR:IND,83.25
9/21/21,SOLARNTR:IND,81.78
9/20/21,SOLARNTR:IND,80.87
9/17/21,SOLARNTR:IND,85.22
9/16/21,SOLARNTR:IND,83.19
9/15/21,SOLARNTR:IND,84.15
9/14/21,SOLARNTR:IND,84.3
9/13/21,SOLARNTR:IND,85
9/10/21,SOLARNTR:IND,83.33
9/9/21,SOLARNTR:IND,84.38
9/8/21,SOLARNTR:IND,83.74
9/7/21,SOLARNTR:IND,85.22
9/3/21,SOLARNTR:IND,86.04
9/2/21,SOLARNTR:IND,87.01
9/1/21,SOLARNTR:IND,86.03
8/31/21,SOLARNTR:IND,85.63
8/30/21,SOLARNTR:IND,86.11
8/27/21,SOLARNTR:IND,84.11
8/26/21,SOLARNTR:IND,83
8/25/21,SOLARNTR:IND,83.45
8/24/21,SOLARNTR:IND,82.36
8/23/21,SOLARNTR:IND,82.08
8/20/21,SOLARNTR:IND,79.65
