Date,INSTRUMENT,PRICE
6/21/21,GWETR:IND,21.39
6/18/21,GWETR:IND,21.15
6/17/21,GWETR:IND,21.56
6/16/21,GWETR:IND,21.79
6/15/21,GWETR:IND,21.79
6/14/21,GWETR:IND,21.85
11/6/21,GWETR:IND,21.41
10/6/21,GWETR:IND,21.43
9/6/21,GWETR:IND,21.31
8/6/21,GWETR:IND,21.39
7/6/21,GWETR:IND,21.38
4/6/21,GWETR:IND,21.37
3/6/21,GWETR:IND,21.2
2/6/21,GWETR:IND,21.44
1/6/21,GWETR:IND,21.75
5/28/21,GWETR:IND,21.85
5/27/21,GWETR:IND,21.79
5/26/21,GWETR:IND,21.78
5/25/21,GWETR:IND,21.71
5/24/21,GWETR:IND,21.65
5/21/21,GWETR:IND,21.54
5/20/21,GWETR:IND,21.46
5/19/21,GWETR:IND,21.09
5/18/21,GWETR:IND,21.2
5/17/21,GWETR:IND,20.85
5/14/21,GWETR:IND,21
5/13/21,GWETR:IND,20.42
12/5/21,GWETR:IND,20.29
11/5/21,GWETR:IND,20.87
10/5/21,GWETR:IND,21.21
7/5/21,GWETR:IND,21.48
6/5/21,GWETR:IND,21.17
5/5/21,GWETR:IND,21.37
4/5/21,GWETR:IND,21.15
3/5/21,GWETR:IND,21.77
4/30/21,GWETR:IND,21.93
4/29/21,GWETR:IND,22.34
4/28/21,GWETR:IND,22.75
4/27/21,GWETR:IND,22.98
4/26/21,GWETR:IND,22.96
4/23/21,GWETR:IND,23.03
4/22/21,GWETR:IND,22.79
4/21/21,GWETR:IND,22.31
4/20/21,GWETR:IND,22.08
4/19/21,GWETR:IND,22.26
4/16/21,GWETR:IND,22.49
4/15/21,GWETR:IND,22.33
4/14/21,GWETR:IND,22.34
4/13/21,GWETR:IND,22.54
12/4/21,GWETR:IND,22.4999
9/4/21,GWETR:IND,22.72
8/4/21,GWETR:IND,22.74
7/4/21,GWETR:IND,22.38
6/4/21,GWETR:IND,22.61
5/4/21,GWETR:IND,22.89
1/4/21,GWETR:IND,22.7
3/31/21,GWETR:IND,22.56
3/30/21,GWETR:IND,22.11
3/29/21,GWETR:IND,22.01
3/26/21,GWETR:IND,21.91
3/25/21,GWETR:IND,21.39
3/24/21,GWETR:IND,21.24
3/23/21,GWETR:IND,21.53
3/22/21,GWETR:IND,21.77
3/19/21,GWETR:IND,21.42
3/18/21,GWETR:IND,21.15
3/17/21,GWETR:IND,21.62
3/16/21,GWETR:IND,21.95
3/15/21,GWETR:IND,21.95
12/3/21,GWETR:IND,21.78
11/3/21,GWETR:IND,21.85
10/3/21,GWETR:IND,21.19
9/3/21,GWETR:IND,21.21
8/3/21,GWETR:IND,20.21
5/3/21,GWETR:IND,20.51
4/3/21,GWETR:IND,20.53
3/3/21,GWETR:IND,21.2
2/3/21,GWETR:IND,22.22
1/3/21,GWETR:IND,22.35
2/26/21,GWETR:IND,21.89
2/25/21,GWETR:IND,22.2
2/24/21,GWETR:IND,22.38
2/23/21,GWETR:IND,22.62
2/22/21,GWETR:IND,22.9
2/19/21,GWETR:IND,23.55
2/18/21,GWETR:IND,23.65
2/17/21,GWETR:IND,24.21
2/16/21,GWETR:IND,24.69
12/2/21,GWETR:IND,24.42
11/2/21,GWETR:IND,24.46
10/2/21,GWETR:IND,23.98
9/2/21,GWETR:IND,24.23
8/2/21,GWETR:IND,24.46
5/2/21,GWETR:IND,24.41
4/2/21,GWETR:IND,24.31
3/2/21,GWETR:IND,24.34
2/2/21,GWETR:IND,24.16
1/2/21,GWETR:IND,23.78
1/29/21,GWETR:IND,23.48
1/28/21,GWETR:IND,24.08
1/27/21,GWETR:IND,23.77
1/26/21,GWETR:IND,25.04
1/25/21,GWETR:IND,25.4
1/22/21,GWETR:IND,25.48
1/21/21,GWETR:IND,25.37
1/20/21,GWETR:IND,25.1
1/19/21,GWETR:IND,24.61
1/15/21,GWETR:IND,24.08
1/14/21,GWETR:IND,24.87
1/13/21,GWETR:IND,25.18
12/1/21,GWETR:IND,25.08
11/1/21,GWETR:IND,25.5
8/1/21,GWETR:IND,25.96
7/1/21,GWETR:IND,26.02
6/1/21,GWETR:IND,25.08
5/1/21,GWETR:IND,24.17
4/1/21,GWETR:IND,23.97
12/31/20,GWETR:IND,23.3
12/30/20,GWETR:IND,23.38
12/29/20,GWETR:IND,23.22
12/28/20,GWETR:IND,23.14
12/24/20,GWETR:IND,22.61
12/23/20,GWETR:IND,22.51
12/22/20,GWETR:IND,22.12
12/21/20,GWETR:IND,21.815
12/18/20,GWETR:IND,21.82
12/17/20,GWETR:IND,21.61
12/16/20,GWETR:IND,21.36
12/15/20,GWETR:IND,21.33
12/14/20,GWETR:IND,21.02
11/12/20,GWETR:IND,20.88
10/12/20,GWETR:IND,20.81
9/12/20,GWETR:IND,20.83
8/12/20,GWETR:IND,20.92
7/12/20,GWETR:IND,20.84
4/12/20,GWETR:IND,20.82
3/12/20,GWETR:IND,20.83
2/12/20,GWETR:IND,20.81
1/12/20,GWETR:IND,21
11/30/20,GWETR:IND,20.8
11/27/20,GWETR:IND,20.89
11/25/20,GWETR:IND,20.58
11/24/20,GWETR:IND,20.38
11/23/20,GWETR:IND,20.34
11/20/20,GWETR:IND,20.24
11/19/20,GWETR:IND,19.98
11/18/20,GWETR:IND,19.75
11/17/20,GWETR:IND,19.88
11/16/20,GWETR:IND,19.89
11/13/20,GWETR:IND,19.89
12/11/20,GWETR:IND,19.9
11/11/20,GWETR:IND,20.05
10/11/20,GWETR:IND,19.66
9/11/20,GWETR:IND,19.59
6/11/20,GWETR:IND,19.43
5/11/20,GWETR:IND,19.32
4/11/20,GWETR:IND,18.69
3/11/20,GWETR:IND,18.77
2/11/20,GWETR:IND,18.35
10/30/20,GWETR:IND,18.08
10/29/20,GWETR:IND,18.11
10/28/20,GWETR:IND,17.73
10/27/20,GWETR:IND,18.26
10/26/20,GWETR:IND,18.32
10/23/20,GWETR:IND,18.75
10/22/20,GWETR:IND,18.62
10/21/20,GWETR:IND,18.78
10/20/20,GWETR:IND,18.95
10/19/20,GWETR:IND,18.87
10/16/20,GWETR:IND,19.12
10/15/20,GWETR:IND,19.11
10/14/20,GWETR:IND,19.21
10/13/20,GWETR:IND,18.94
12/10/20,GWETR:IND,19.17
9/10/20,GWETR:IND,18.9891
8/10/20,GWETR:IND,18.975
7/10/20,GWETR:IND,18.8
6/10/20,GWETR:IND,18.27
5/10/20,GWETR:IND,18.295
2/10/20,GWETR:IND,17.95
1/10/20,GWETR:IND,17.96
9/30/20,GWETR:IND,17.53
9/29/20,GWETR:IND,17.44
9/28/20,GWETR:IND,17.18
9/25/20,GWETR:IND,16.925
9/24/20,GWETR:IND,16.85
9/23/20,GWETR:IND,16.886
9/22/20,GWETR:IND,17.04
9/21/20,GWETR:IND,17.17
9/18/20,GWETR:IND,17.48
9/17/20,GWETR:IND,17.53
9/16/20,GWETR:IND,17.52
9/15/20,GWETR:IND,17.46
9/14/20,GWETR:IND,17.24
11/9/20,GWETR:IND,17.15
10/9/20,GWETR:IND,17.11
9/9/20,GWETR:IND,17.35
8/9/20,GWETR:IND,16.9
4/9/20,GWETR:IND,17.09
3/9/20,GWETR:IND,17.3
2/9/20,GWETR:IND,17.68
1/9/20,GWETR:IND,17.47
8/31/20,GWETR:IND,17.48
8/28/20,GWETR:IND,17.47
8/27/20,GWETR:IND,17.31
8/26/20,GWETR:IND,17.57
8/25/20,GWETR:IND,17.47
8/24/20,GWETR:IND,17.48
8/21/20,GWETR:IND,17.28
8/20/20,GWETR:IND,17.26
8/19/20,GWETR:IND,17.37
8/18/20,GWETR:IND,17.5
8/17/20,GWETR:IND,17.535
8/14/20,GWETR:IND,17.41
8/13/20,GWETR:IND,17.55
12/8/20,GWETR:IND,17.45
11/8/20,GWETR:IND,17.24
10/8/20,GWETR:IND,17.14
7/8/20,GWETR:IND,17.08
6/8/20,GWETR:IND,17.05
5/8/20,GWETR:IND,17.09
4/8/20,GWETR:IND,16.89
3/8/20,GWETR:IND,16.87
7/31/20,GWETR:IND,16.6
7/30/20,GWETR:IND,16.69
7/29/20,GWETR:IND,16.46
7/28/20,GWETR:IND,16.34
7/27/20,GWETR:IND,16.415
7/24/20,GWETR:IND,16.3111
7/23/20,GWETR:IND,16.49
7/22/20,GWETR:IND,16.5099
7/21/20,GWETR:IND,16.38
7/20/20,GWETR:IND,16.24
7/17/20,GWETR:IND,16.04
7/16/20,GWETR:IND,15.7983
7/15/20,GWETR:IND,15.74
7/14/20,GWETR:IND,15.3509
7/13/20,GWETR:IND,15.15
10/7/20,GWETR:IND,15.17
9/7/20,GWETR:IND,15.0905
8/7/20,GWETR:IND,15.2242
7/7/20,GWETR:IND,14.87
6/7/20,GWETR:IND,14.9
2/7/20,GWETR:IND,14.5915
1/7/20,GWETR:IND,14.3585
6/30/20,GWETR:IND,14.39
6/29/20,GWETR:IND,14.28
6/26/20,GWETR:IND,14.025
6/25/20,GWETR:IND,14.1904
6/24/20,GWETR:IND,14.16
6/23/20,GWETR:IND,14.39
6/22/20,GWETR:IND,14.445
6/19/20,GWETR:IND,14.13
6/18/20,GWETR:IND,14.2
6/17/20,GWETR:IND,14.26
6/16/20,GWETR:IND,14.2047
6/15/20,GWETR:IND,14.22
12/6/20,GWETR:IND,13.99
11/6/20,GWETR:IND,13.7192
10/6/20,GWETR:IND,14.64
9/6/20,GWETR:IND,14.66
8/6/20,GWETR:IND,14.813
5/6/20,GWETR:IND,14.68
4/6/20,GWETR:IND,14.51
3/6/20,GWETR:IND,14.5124
2/6/20,GWETR:IND,14.19
1/6/20,GWETR:IND,13.99
5/29/20,GWETR:IND,13.8515
5/28/20,GWETR:IND,13.66
5/27/20,GWETR:IND,13.465
5/26/20,GWETR:IND,13.35
5/22/20,GWETR:IND,12.9261
5/21/20,GWETR:IND,12.94
5/20/20,GWETR:IND,12.9851
5/19/20,GWETR:IND,12.8179
5/18/20,GWETR:IND,13.039
5/15/20,GWETR:IND,12.5
5/14/20,GWETR:IND,12.53
5/13/20,GWETR:IND,12.51
12/5/20,GWETR:IND,12.66
11/5/20,GWETR:IND,12.79
8/5/20,GWETR:IND,12.76
7/5/20,GWETR:IND,12.52
6/5/20,GWETR:IND,12.34
5/5/20,GWETR:IND,12.42
4/5/20,GWETR:IND,12.29
1/5/20,GWETR:IND,12.34
4/30/20,GWETR:IND,12.59
4/29/20,GWETR:IND,12.8
4/28/20,GWETR:IND,12.5533
4/27/20,GWETR:IND,12.48
4/24/20,GWETR:IND,12.23
4/23/20,GWETR:IND,12.14
4/22/20,GWETR:IND,12.18
4/21/20,GWETR:IND,12
4/20/20,GWETR:IND,12.23
4/17/20,GWETR:IND,12.49
4/16/20,GWETR:IND,12.17
4/15/20,GWETR:IND,12.1663
4/14/20,GWETR:IND,12.68
4/13/20,GWETR:IND,12.39
9/4/20,GWETR:IND,12.605
8/4/20,GWETR:IND,12.3648
7/4/20,GWETR:IND,12.17
6/4/20,GWETR:IND,12.09
3/4/20,GWETR:IND,11.55
2/4/20,GWETR:IND,11.77
1/4/20,GWETR:IND,11.56
3/31/20,GWETR:IND,12.1176
3/30/20,GWETR:IND,12.185
3/27/20,GWETR:IND,11.9419
3/26/20,GWETR:IND,12.4
3/25/20,GWETR:IND,12.01
3/24/20,GWETR:IND,11.29
3/23/20,GWETR:IND,10.23
3/20/20,GWETR:IND,10.6
3/19/20,GWETR:IND,10.69
3/18/20,GWETR:IND,10.775
3/17/20,GWETR:IND,11.7838
3/16/20,GWETR:IND,11
3/13/20,GWETR:IND,12.2541
12/3/20,GWETR:IND,11.5
11/3/20,GWETR:IND,13.01
10/3/20,GWETR:IND,13.6748
9/3/20,GWETR:IND,13.5
6/3/20,GWETR:IND,14.67
5/3/20,GWETR:IND,14.99
4/3/20,GWETR:IND,15.42
3/3/20,GWETR:IND,14.73
2/3/20,GWETR:IND,14.75
2/28/20,GWETR:IND,14.34
2/27/20,GWETR:IND,14.47
2/26/20,GWETR:IND,14.8501
2/25/20,GWETR:IND,14.833
2/24/20,GWETR:IND,15.12
2/21/20,GWETR:IND,15.62
2/20/20,GWETR:IND,15.61
2/19/20,GWETR:IND,15.67
2/18/20,GWETR:IND,15.545
2/14/20,GWETR:IND,15.4135
2/13/20,GWETR:IND,15.36
12/2/20,GWETR:IND,15.345
11/2/20,GWETR:IND,15.42
10/2/20,GWETR:IND,15.23
7/2/20,GWETR:IND,15.15
6/2/20,GWETR:IND,15.28
5/2/20,GWETR:IND,15.31
4/2/20,GWETR:IND,15.22
3/2/20,GWETR:IND,14.9
1/31/20,GWETR:IND,14.84
1/30/20,GWETR:IND,14.915
1/29/20,GWETR:IND,15.11
1/28/20,GWETR:IND,14.99
1/27/20,GWETR:IND,14.86
1/24/20,GWETR:IND,15.04
1/23/20,GWETR:IND,14.99
1/22/20,GWETR:IND,14.96
1/21/20,GWETR:IND,14.9
1/17/20,GWETR:IND,14.9
1/16/20,GWETR:IND,14.8555
1/15/20,GWETR:IND,14.71
1/14/20,GWETR:IND,14.575
1/13/20,GWETR:IND,14.54
10/1/20,GWETR:IND,14.44
9/1/20,GWETR:IND,14.39
8/1/20,GWETR:IND,14.3673
7/1/20,GWETR:IND,14.4181
6/1/20,GWETR:IND,14.5
3/1/20,GWETR:IND,14.51
2/1/20,GWETR:IND,14.65
12/31/19,GWETR:IND,14.6456
12/30/19,GWETR:IND,14.5764
12/27/19,GWETR:IND,14.66
12/26/19,GWETR:IND,14.5401
12/24/19,GWETR:IND,14.4862
12/23/19,GWETR:IND,14.46
12/20/19,GWETR:IND,14.44
12/19/19,GWETR:IND,14.46
12/18/19,GWETR:IND,14.4446
12/17/19,GWETR:IND,14.54
12/16/19,GWETR:IND,14.56
12/13/19,GWETR:IND,14.33
12/12/19,GWETR:IND,14.33
11/12/19,GWETR:IND,14.2553
10/12/19,GWETR:IND,14.1
9/12/19,GWETR:IND,14.13
6/12/19,GWETR:IND,14.17
5/12/19,GWETR:IND,14.115
4/12/19,GWETR:IND,13.99
3/12/19,GWETR:IND,13.94
2/12/19,GWETR:IND,13.955
11/29/19,GWETR:IND,13.99
11/27/19,GWETR:IND,13.9329
11/26/19,GWETR:IND,13.95
11/25/19,GWETR:IND,13.8837
11/22/19,GWETR:IND,13.7177
11/21/19,GWETR:IND,13.7314
11/20/19,GWETR:IND,13.76
11/19/19,GWETR:IND,13.8
11/18/19,GWETR:IND,13.8296
11/15/19,GWETR:IND,13.87
11/14/19,GWETR:IND,13.76
11/13/19,GWETR:IND,13.67
12/11/19,GWETR:IND,13.6786
11/11/19,GWETR:IND,13.705
8/11/19,GWETR:IND,13.6502
7/11/19,GWETR:IND,13.59
6/11/19,GWETR:IND,13.51
5/11/19,GWETR:IND,13.4319
4/11/19,GWETR:IND,13.715
1/11/19,GWETR:IND,13.67
10/31/19,GWETR:IND,13.5426
10/30/19,GWETR:IND,13.4901
10/29/19,GWETR:IND,13.395
10/28/19,GWETR:IND,13.56
10/25/19,GWETR:IND,13.5
10/24/19,GWETR:IND,13.5171
10/23/19,GWETR:IND,13.56
10/22/19,GWETR:IND,13.49
10/21/19,GWETR:IND,13.45
10/18/19,GWETR:IND,13.35
10/17/19,GWETR:IND,13.32
10/16/19,GWETR:IND,13.23
10/15/19,GWETR:IND,13.29
10/14/19,GWETR:IND,13.198
11/10/19,GWETR:IND,13.25
10/10/19,GWETR:IND,13.09
9/10/19,GWETR:IND,13.07
8/10/19,GWETR:IND,12.94
7/10/19,GWETR:IND,13.1217
4/10/19,GWETR:IND,13.15
3/10/19,GWETR:IND,12.9899
2/10/19,GWETR:IND,12.94
1/10/19,GWETR:IND,13.11
9/30/19,GWETR:IND,13.16
9/27/19,GWETR:IND,13.19
9/26/19,GWETR:IND,13.2668
9/25/19,GWETR:IND,13.3048
9/24/19,GWETR:IND,13.4298
9/23/19,GWETR:IND,13.38
9/20/19,GWETR:IND,13.4792
9/19/19,GWETR:IND,13.58
9/18/19,GWETR:IND,13.49
9/17/19,GWETR:IND,13.498
9/16/19,GWETR:IND,13.43
9/13/19,GWETR:IND,13.4458
12/9/19,GWETR:IND,13.4517
11/9/19,GWETR:IND,13.39
10/9/19,GWETR:IND,13.23
9/9/19,GWETR:IND,13.1327
6/9/19,GWETR:IND,13.14
5/9/19,GWETR:IND,13.178
4/9/19,GWETR:IND,13.12
3/9/19,GWETR:IND,12.9742
8/30/19,GWETR:IND,12.8694
8/29/19,GWETR:IND,12.805
8/28/19,GWETR:IND,12.8313
8/27/19,GWETR:IND,12.8477
8/26/19,GWETR:IND,12.7852
8/23/19,GWETR:IND,12.64
8/22/19,GWETR:IND,12.8028
8/21/19,GWETR:IND,12.83
8/20/19,GWETR:IND,12.7301
8/19/19,GWETR:IND,12.78
8/16/19,GWETR:IND,12.7432
8/15/19,GWETR:IND,12.58
8/14/19,GWETR:IND,12.6801
8/13/19,GWETR:IND,12.876
12/8/19,GWETR:IND,12.805
9/8/19,GWETR:IND,12.9216
8/8/19,GWETR:IND,12.917
7/8/19,GWETR:IND,12.89
6/8/19,GWETR:IND,12.87
5/8/19,GWETR:IND,12.6966
2/8/19,GWETR:IND,12.9695
1/8/19,GWETR:IND,12.96
7/31/19,GWETR:IND,12.98
7/30/19,GWETR:IND,13.09
7/29/19,GWETR:IND,13.46
7/26/19,GWETR:IND,13.42
7/25/19,GWETR:IND,13.42
7/24/19,GWETR:IND,13.565
7/23/19,GWETR:IND,13.61
7/22/19,GWETR:IND,13.59
7/19/19,GWETR:IND,13.59
7/18/19,GWETR:IND,13.6
7/17/19,GWETR:IND,13.55
7/16/19,GWETR:IND,13.5627
7/15/19,GWETR:IND,13.56
12/7/19,GWETR:IND,13.57
11/7/19,GWETR:IND,13.6
10/7/19,GWETR:IND,13.62
9/7/19,GWETR:IND,13.5
8/7/19,GWETR:IND,13.53
5/7/19,GWETR:IND,13.58
3/7/19,GWETR:IND,13.73
2/7/19,GWETR:IND,13.55
1/7/19,GWETR:IND,13.46
6/28/19,GWETR:IND,13.3503
6/27/19,GWETR:IND,13.335
6/26/19,GWETR:IND,13.4
6/25/19,GWETR:IND,13.48
6/24/19,GWETR:IND,13.54
6/21/19,GWETR:IND,13.46
6/20/19,GWETR:IND,13.42
6/19/19,GWETR:IND,13.2895
6/18/19,GWETR:IND,13.2133
6/17/19,GWETR:IND,13.09
6/14/19,GWETR:IND,13.13
6/13/19,GWETR:IND,13.31
12/6/19,GWETR:IND,13.25
11/6/19,GWETR:IND,13.29
10/6/19,GWETR:IND,13.23
7/6/19,GWETR:IND,13.2162
6/6/19,GWETR:IND,13
5/6/19,GWETR:IND,13
4/6/19,GWETR:IND,12.9305
3/6/19,GWETR:IND,12.7985
5/31/19,GWETR:IND,12.66
5/30/19,GWETR:IND,12.74
5/29/19,GWETR:IND,12.73
5/28/19,GWETR:IND,12.8817
5/24/19,GWETR:IND,12.8799
5/23/19,GWETR:IND,12.74
5/22/19,GWETR:IND,12.9198
5/21/19,GWETR:IND,12.89
5/20/19,GWETR:IND,12.69
5/17/19,GWETR:IND,12.85
5/16/19,GWETR:IND,12.8958
5/15/19,GWETR:IND,12.865
5/14/19,GWETR:IND,12.82
5/13/19,GWETR:IND,12.691
10/5/19,GWETR:IND,12.9565
9/5/19,GWETR:IND,12.873
8/5/19,GWETR:IND,12.9599
7/5/19,GWETR:IND,12.94
6/5/19,GWETR:IND,13.06
3/5/19,GWETR:IND,13.2068
2/5/19,GWETR:IND,13.04
1/5/19,GWETR:IND,13.29
4/30/19,GWETR:IND,13.36
4/29/19,GWETR:IND,13.2
4/26/19,GWETR:IND,13.1577
4/25/19,GWETR:IND,13.135
4/24/19,GWETR:IND,13.18
4/23/19,GWETR:IND,13.22
4/22/19,GWETR:IND,13.21
4/15/24,MVNLRTR:IND,29.59
4/12/24,MVNLRTR:IND,30.01
4/11/24,MVNLRTR:IND,31
4/10/24,MVNLRTR:IND,30.5
4/9/24,MVNLRTR:IND,30.2
4/8/24,MVNLRTR:IND,30.92
4/5/24,MVNLRTR:IND,30.54
4/4/24,MVNLRTR:IND,30.21
4/3/24,MVNLRTR:IND,31.38
4/2/24,MVNLRTR:IND,30.39
4/1/24,MVNLRTR:IND,30.12
3/29/24,MVNLRTR:IND,29.01
3/28/24,MVNLRTR:IND,28.83
3/27/24,MVNLRTR:IND,28.56
3/26/24,MVNLRTR:IND,28.38
3/25/24,MVNLRTR:IND,28.38
3/22/24,MVNLRTR:IND,28.85
3/21/24,MVNLRTR:IND,28.94
3/20/24,MVNLRTR:IND,28.7
3/19/24,MVNLRTR:IND,27.79
3/18/24,MVNLRTR:IND,28.19
3/15/24,MVNLRTR:IND,27.89
3/14/24,MVNLRTR:IND,27.43
3/13/24,MVNLRTR:IND,27.33
3/12/24,MVNLRTR:IND,28.15
3/11/24,MVNLRTR:IND,28.04
3/8/24,MVNLRTR:IND,28.06
3/7/24,MVNLRTR:IND,29.35
3/6/24,MVNLRTR:IND,28.01
3/5/24,MVNLRTR:IND,27.55
3/4/24,MVNLRTR:IND,27.7
3/1/24,MVNLRTR:IND,28.29
2/29/24,MVNLRTR:IND,27.46
2/28/24,MVNLRTR:IND,27.52
2/27/24,MVNLRTR:IND,28.01
2/26/24,MVNLRTR:IND,27.54
2/23/24,MVNLRTR:IND,26.98
2/22/24,MVNLRTR:IND,27.73
2/21/24,MVNLRTR:IND,28.35
2/20/24,MVNLRTR:IND,28.06
2/16/24,MVNLRTR:IND,28.96
2/15/24,MVNLRTR:IND,29.2
2/14/24,MVNLRTR:IND,29.25
2/13/24,MVNLRTR:IND,28.8
2/12/24,MVNLRTR:IND,29.76
2/9/24,MVNLRTR:IND,29.77
2/8/24,MVNLRTR:IND,30
2/7/24,MVNLRTR:IND,31.3
2/6/24,MVNLRTR:IND,30.95
2/5/24,MVNLRTR:IND,31.01
2/2/24,MVNLRTR:IND,31.52
2/1/24,MVNLRTR:IND,32.21
1/31/24,MVNLRTR:IND,30.32
1/30/24,MVNLRTR:IND,30.55
1/29/24,MVNLRTR:IND,30.03
1/26/24,MVNLRTR:IND,29.59
1/25/24,MVNLRTR:IND,29.47
1/24/24,MVNLRTR:IND,30.01
1/23/24,MVNLRTR:IND,30.33
1/22/24,MVNLRTR:IND,29.52
1/19/24,MVNLRTR:IND,30.43
1/18/24,MVNLRTR:IND,30.78
1/17/24,MVNLRTR:IND,30.61
1/16/24,MVNLRTR:IND,31.23
1/12/24,MVNLRTR:IND,31.48
1/11/24,MVNLRTR:IND,29.39
1/10/24,MVNLRTR:IND,28.79
1/9/24,MVNLRTR:IND,28.47
1/8/24,MVNLRTR:IND,27.36
1/5/24,MVNLRTR:IND,26.96
1/4/24,MVNLRTR:IND,27.2
1/3/24,MVNLRTR:IND,26.83
1/2/24,MVNLRTR:IND,27.13
12/29/23,MVNLRTR:IND,27.69
12/28/23,MVNLRTR:IND,27.46
12/27/23,MVNLRTR:IND,29.46
12/26/23,MVNLRTR:IND,29.92
12/22/23,MVNLRTR:IND,29.52
12/21/23,MVNLRTR:IND,29.28
12/20/23,MVNLRTR:IND,28.25
12/19/23,MVNLRTR:IND,28.6
12/18/23,MVNLRTR:IND,29.65
12/15/23,MVNLRTR:IND,29.01
12/14/23,MVNLRTR:IND,29.76
12/13/23,MVNLRTR:IND,28.78
12/12/23,MVNLRTR:IND,29.09
12/11/23,MVNLRTR:IND,28.73
12/8/23,MVNLRTR:IND,28.78
12/7/23,MVNLRTR:IND,28.49
12/6/23,MVNLRTR:IND,28.48
12/5/23,MVNLRTR:IND,28.76
12/4/23,MVNLRTR:IND,29.39
12/1/23,MVNLRTR:IND,28.94
11/30/23,MVNLRTR:IND,28.96
11/29/23,MVNLRTR:IND,27.86
11/28/23,MVNLRTR:IND,28.83
11/27/23,MVNLRTR:IND,29.03
11/24/23,MVNLRTR:IND,29.07
11/22/23,MVNLRTR:IND,28.81
11/21/23,MVNLRTR:IND,28.71
11/20/23,MVNLRTR:IND,29.12
11/17/23,MVNLRTR:IND,28.65
11/16/23,MVNLRTR:IND,28.05
11/15/23,MVNLRTR:IND,27.65
11/14/23,MVNLRTR:IND,28.08
11/13/23,MVNLRTR:IND,27.67
11/10/23,MVNLRTR:IND,26.86
11/9/23,MVNLRTR:IND,26.69
11/8/23,MVNLRTR:IND,26.06
11/7/23,MVNLRTR:IND,26.67
11/6/23,MVNLRTR:IND,26.26
11/3/23,MVNLRTR:IND,27
11/2/23,MVNLRTR:IND,27.41
11/1/23,MVNLRTR:IND,27.08
10/31/23,MVNLRTR:IND,26.84
10/30/23,MVNLRTR:IND,25.76
10/27/23,MVNLRTR:IND,25.28
10/26/23,MVNLRTR:IND,25.82
10/25/23,MVNLRTR:IND,26.45
10/24/23,MVNLRTR:IND,26.27
10/23/23,MVNLRTR:IND,25.66
10/20/23,MVNLRTR:IND,25.69
10/19/23,MVNLRTR:IND,25.85
10/18/23,MVNLRTR:IND,25.41
10/17/23,MVNLRTR:IND,25.38
10/16/23,MVNLRTR:IND,24.87
10/13/23,MVNLRTR:IND,25.3
10/12/23,MVNLRTR:IND,25.21
10/11/23,MVNLRTR:IND,25.68
10/10/23,MVNLRTR:IND,26.2
10/9/23,MVNLRTR:IND,25.73
10/6/23,MVNLRTR:IND,26.16
10/5/23,MVNLRTR:IND,25.8
10/4/23,MVNLRTR:IND,25.18
10/3/23,MVNLRTR:IND,25.39
10/2/23,MVNLRTR:IND,26.07
9/29/23,MVNLRTR:IND,27.04
9/28/23,MVNLRTR:IND,28.04
9/27/23,MVNLRTR:IND,27.15
9/26/23,MVNLRTR:IND,27.2
9/25/23,MVNLRTR:IND,28.01
9/22/23,MVNLRTR:IND,26.79
9/21/23,MVNLRTR:IND,25.87
9/20/23,MVNLRTR:IND,26.36
9/19/23,MVNLRTR:IND,26.35
9/18/23,MVNLRTR:IND,26.78
9/15/23,MVNLRTR:IND,26.7
9/14/23,MVNLRTR:IND,26.45
9/13/23,MVNLRTR:IND,25.66
9/12/23,MVNLRTR:IND,24.9
9/11/23,MVNLRTR:IND,24.91
9/8/23,MVNLRTR:IND,24.5
9/7/23,MVNLRTR:IND,24.4
9/6/23,MVNLRTR:IND,24.49
9/5/23,MVNLRTR:IND,24.86
9/1/23,MVNLRTR:IND,24.31
8/31/23,MVNLRTR:IND,24.01
8/30/23,MVNLRTR:IND,24.05
8/29/23,MVNLRTR:IND,23.77
8/28/23,MVNLRTR:IND,23.78
8/25/23,MVNLRTR:IND,23.52
8/24/23,MVNLRTR:IND,23.1
8/23/23,MVNLRTR:IND,23.5
8/22/23,MVNLRTR:IND,23.25
8/21/23,MVNLRTR:IND,23.13
8/18/23,MVNLRTR:IND,22.38
8/17/23,MVNLRTR:IND,21.93
8/16/23,MVNLRTR:IND,21.99
8/15/23,MVNLRTR:IND,22.05
8/14/23,MVNLRTR:IND,22.65
8/11/23,MVNLRTR:IND,22.87
8/10/23,MVNLRTR:IND,22.47
8/9/23,MVNLRTR:IND,22.47
8/8/23,MVNLRTR:IND,22.43
8/7/23,MVNLRTR:IND,22.47
8/4/23,MVNLRTR:IND,22.3
8/3/23,MVNLRTR:IND,22.04
8/2/23,MVNLRTR:IND,22.02
8/1/23,MVNLRTR:IND,22.54
7/31/23,MVNLRTR:IND,22.7
7/28/23,MVNLRTR:IND,21.98
7/27/23,MVNLRTR:IND,21.55
7/26/23,MVNLRTR:IND,22.09
7/25/23,MVNLRTR:IND,22.35
7/24/23,MVNLRTR:IND,21.84
7/21/23,MVNLRTR:IND,21.69
7/20/23,MVNLRTR:IND,21.99
7/19/23,MVNLRTR:IND,22.2
7/18/23,MVNLRTR:IND,22.22
7/17/23,MVNLRTR:IND,21.88
7/14/23,MVNLRTR:IND,21.71
7/13/23,MVNLRTR:IND,22.4
7/12/23,MVNLRTR:IND,21.78
