DATE,NG1_PRICE,NG1_PRICE_LAG,OIL_PRICE,COAL_PRICE,TAVG,ERCOT_LMP,ERCOT_DEMAND
6/8/21,3.296,3.352,69.87,106,84,,55227.54326
6/7/21,3.149,3.296,69.04,105.5,83,,54888.92097
6/4/21,3.129,3.149,69.39,105,78,,54418.56032
6/3/21,3.128,3.129,68.6,101,74,,52351.88326
6/2/21,3.07,3.128,68.63,99.75,79,,49619.81868
6/1/21,3.097,3.07,67.52,99.1,73,,42535.21631
5/31/21,3.041,3.097,66.93,98.35,71,,42642.32164
5/28/21,3.075,3.041,66.1,99,65,,44721.16522
5/27/21,3.104,3.075,66.6,101,67,,42927.12007
5/26/21,3.053,3.104,65.96,100,71,,42338.79836
5/25/21,2.986,3.053,65.79,98.7,78,,46659.64839
5/24/21,2.958,2.986,65.78,97.6,82,,50447.76449
5/21/21,3.027,2.958,63.58,96.15,72,,49444.6467
5/20/21,2.974,3.027,61.94,93.8,72,,45155.96018
5/19/21,2.886,2.974,63.35,93,70,,42938.55718
5/18/21,2.906,2.886,65.49,92.8,74,,44549.87163
5/17/21,2.925,2.906,66.27,93.3,73,,41698.74145
5/14/21,2.964,2.925,65.37,92.9,67,,39496.36848
5/13/21,3.012,2.964,63.82,92.9,71,,41201.04917
5/12/21,3.109,3.012,66.08,93.1,72,,43438.0518
5/11/21,2.961,3.109,65.28,93.1,64,,40809.99036
5/10/21,2.973,2.961,64.92,93,58,,38598.54133
5/7/21,2.969,2.973,64.9,93.95,57,,37986.55702
5/6/21,2.955,2.969,64.71,93.75,67,,42920.12183
5/5/21,2.932,2.955,65.63,94,68,,44841.66526
5/4/21,2.958,2.932,65.69,94.35,69,,43096.13098
5/3/21,2.928,2.958,64.49,94.3,64,,41815.93571
4/30/21,2.938,2.928,63.58,93.5,62,,40332.86172
4/29/21,2.967,2.938,65.01,93.4,74,,43731.70794
4/28/21,2.966,2.967,63.86,93.3,72,,47974.9624
4/27/21,2.931,2.966,62.94,93.1,62,,38936.69977
4/26/21,2.911,2.931,61.91,94.85,70,,42595.28947
4/23/21,2.96,2.911,62.14,96.5,73,,44951.06557
4/22/21,2.942,2.96,61.43,96.25,74,,42647.70678
4/21/21,2.79,2.942,61.35,93.85,55,,42167.56918
4/20/21,2.73,2.79,62.67,93.95,58,,38610.52048
4/19/21,2.749,2.73,63.43,94.5,48,,37175.16696
4/16/21,2.692,2.749,63.13,94.5,47,,37648.30504
4/15/21,2.727,2.692,63.46,94,59,,37830.10925
4/14/21,2.749,2.727,63.15,92.75,55,,36537.654
4/13/21,2.68,2.749,60.18,91,57,,38341.57496
4/12/21,2.658,2.68,59.7,90.75,65,,38521.51124
4/9/21,2.618,2.658,59.32,90.5,66,,41243.03387
4/8/21,2.619,2.618,59.6,90.5,70,,42167.26825
4/7/21,2.561,2.619,59.77,90,66,,42180.07632
4/6/21,2.526,2.561,59.33,89,67,,43607.75985
4/5/21,2.522,2.526,58.65,89,63,,41024.66149
4/1/21,2.52,2.522,61.45,88.5,74,,41240.28299
3/31/21,2.456,2.52,59.16,88,68,,40723.37614
3/30/21,2.511,2.456,60.55,87.75,65,,37878.94159
3/29/21,2.639,2.511,61.56,87.5,53,,36149.93645
3/26/21,2.608,2.639,60.97,87.5,68,,37850.03016
3/25/21,2.623,2.608,58.56,85.6,64,,38566.21115
3/24/21,2.653,2.623,61.18,85.1,61,,36750.07842
3/23/21,2.619,2.653,57.76,85.5,57,,37746.21502
3/22/21,2.57,2.619,61.56,85.5,64,,37004.05527
3/19/21,2.518,2.57,61.44,85.5,61,,37183.04169
3/18/21,2.508,2.518,60,85.75,56,,37765.07466
3/17/21,2.582,2.508,64.6,86,58,,36862.04207
3/16/21,2.535,2.582,64.8,85.75,51,,36629.64982
3/15/21,2.481,2.535,65.39,86,55,,36744.34955
3/12/21,2.528,2.481,65.61,87.45,69,,37534.16904
3/11/21,2.562,2.528,66.02,87.4,66,,38120.10014
3/10/21,2.484,2.562,64.44,87.6,63,,36521.54168
3/9/21,2.6,2.484,64.01,87.5,73,,38525.24578
3/8/21,2.668,2.6,65.05,86.65,70,,37518.26691
3/5/21,2.692,2.668,66.09,83.75,64,,36716.4051
3/4/21,2.662,2.692,63.83,85,61,,36003.19583
3/3/21,2.664,2.662,61.28,86.2,53,,36671.8706
3/2/21,2.701,2.664,59.75,86.3,60,,35512.90944
3/1/21,2.746,2.701,60.64,86,58,,36388.13838
2/26/21,2.816,2.746,61.5,85.9,51,,37819.86437
2/25/21,2.839,2.816,63.53,85.5,55,,37827.62401
2/24/21,2.777,2.839,63.22,85.5,59,,37795.8196
2/23/21,2.771,2.777,61.67,85,48,,37513.49734
2/22/21,2.777,2.771,61.7,86.4,57,,36675.86748
2/19/21,2.795,2.777,59.26,87.4,66,,34247.401
2/18/21,2.857,2.795,60.53,87.25,54,,35053.67397
2/17/21,2.953,2.857,61.14,87.3,53,,34866.87385
2/16/21,3.069,2.953,60.05,86.5,31,,49397.20605
2/12/21,3.082,3.069,59.47,84.5,35,,51969.63882
2/11/21,3.219,3.082,58.24,,37,,45307.77322
2/10/21,3.129,3.219,58.68,,39,,45158.26583
2/9/21,3.064,3.129,58.36,,41,,50168.20998
2/8/21,2.912,3.064,57.97,,25,,59896.08461
2/5/21,2.868,2.912,56.85,,29,,55645.27379
2/4/21,2.911,2.868,56.23,,31,,48209.12771
2/3/21,2.835,2.911,55.69,,47,,43256.24009
2/2/21,2.882,2.835,54.76,,49,,39067.52244
2/1/21,2.863,2.882,53.55,,50,,39566.29205
1/29/21,2.935,2.863,52.2,,59,,37451.10197
1/28/21,2.789,2.935,52.34,,53,,39082.66401
1/27/21,2.845,2.789,52.85,,47,,40511.34866
1/26/21,2.85,2.845,52.61,,45,,40853.26661
1/25/21,2.564,2.85,52.77,,40,,41551.69141
1/22/21,2.664,2.564,52.27,,38,,43893.94553
1/21/21,2.702,2.664,53.13,,46,,40188.1727
1/20/21,2.636,2.702,53.31,,52,,39049.74415
1/19/21,2.602,2.636,52.98,,56,,37996.25919
1/18/21,2.446,2.602,52.09,,48,,38492.49384
1/15/21,2.491,2.446,52.36,,46,,39454.90547
1/14/21,2.539,2.491,53.57,,46,,40889.14787
1/13/21,2.546,2.539,52.91,,54,,38830.40054
1/12/21,2.633,2.546,53.21,,48,,40850.44669
1/11/21,2.737,2.633,52.25,,53,,43930.05147
1/8/21,2.666,2.737,52.24,,49,,42437.07003
1/7/21,2.727,2.666,50.83,,42,,45691.55259
1/6/21,2.753,2.727,50.63,,38,,49363.34411
1/5/21,2.747,2.753,49.93,,36,,50256.73832
1/4/21,2.7,2.747,47.62,,46,,43632.31316
